nome_aceito_correto,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp
Myrcia vestita,"NA",LC,"NA","NA","NA",EN
Myrcia vittoriana,"NA","NA","NA","NA","NA",EX
Myrcianthes pungens,"NA",EN,"NA","NA",LC,"NA"
Myrciaria cuspidata,"NA",VU,"NA","NA",LC,"NA"
Myrciaria delicatula,"NA",LC,"NA","NA","NA","NA"
Myrciaria floribunda,"NA",LC,"NA","NA",LC,"NA"
Myrciaria plinioides,"NA","NA","NA",VU,"NA","NA"
Myrciaria tenella,"NA","NA","NA","NA",DD,"NA"
Myriocoleopsis fluviatilis,"NA",VU,"NA",VU,VU,"NA"
Myrocarpus frondosus,"NA",DD,"NA","NA",LC,"NA"
Myrocarpus leprosus,"NA",CR,"NA","NA",CR,"NA"
Myroxylon peruiferum,"NA",LC,"NA","NA",LC,"NA"
Myrrhinium atropurpureum,"NA",LC,"NA","NA","NA","NA"
Myrsine congesta,"NA","NA","NA",EN,"NA","NA"
Myrsine glazioviana,"NA","NA","NA",EN,"NA","NA"
Myrsine hermogenesii,"NA","NA","NA","NA",LC,"NA"
Myrsine leuconeura,"NA",LC,"NA","NA",LC,"NA"
Myrsine lineata,"NA",LC,"NA","NA","NA","NA"
Myrsine parvifolia,"NA",LC,"NA","NA","NA","NA"
Myrsine parvula,"NA",LC,"NA","NA","NA","NA"
Myrsine rubra,"NA",NT,"NA","NA",NT,"NA"
Myrsine umbellata,"NA",LC,"NA","NA","NA","NA"
Myrsine venosa,"NA",LC,"NA","NA","NA","NA"
Myrsine villosissima,"NA","NA",EN,EN,EN,EN
Mysanthus uleanus,"NA","NA","NA","NA",LC,EN
Najas conferta,"NA","NA","NA","NA",LC,"NA"
Najas guadalupensis,"NA",LC,"NA","NA",LC,"NA"
Najas marina,"NA",LC,"NA","NA",LC,"NA"
Nanogalactia heterophylla,"NA","NA",EX,"NA",LC,EX
Napeanthus primulifolius,"NA","NA","NA","NA",LC,"NA"
Nassella neesiana,"NA","NA","NA","NA","NA",EX
Nassella sellowiana,"NA","NA","NA","NA","NA",CR
Naucleopsis jamariensis,"NA","NA","NA","NA",DD,"NA"
Neblinaea promontoriorum,"NA","NA","NA","NA",DD,"NA"
Nectandra angustifolia,"NA",LC,"NA","NA",LC,EN
Nectandra barbellata,"NA",EN,VU,VU,EN,VU
Nectandra cissiflora,"NA",LC,"NA","NA",LC,VU
Nectandra cuspidata,"NA",LC,"NA","NA","NA","NA"
Nectandra debilis,"NA",CR,VU,"NA",DD,VU
Nectandra embirensis,"NA","NA","NA","NA",DD,"NA"
Nectandra grandiflora,"NA","NA","NA","NA",LC,"NA"
Nectandra grisea,"NA","NA","NA",VU,"NA","NA"
Nectandra hihua,"NA",LC,"NA","NA",LC,EN
Nectandra impressa,"NA","NA","NA","NA",DD,"NA"
Nectandra japurensis,"NA","NA","NA","NA",DD,"NA"
Nectandra lanceolata,"NA",LC,"NA","NA","NA","NA"
Nectandra leucantha,"NA",LC,"NA","NA",LC,"NA"
Nectandra matogrossensis,"NA","NA","NA","NA",DD,"NA"
Nectandra megapotamica,"NA",LC,"NA","NA","NA","NA"
Nectandra membranacea,"NA",LC,"NA","NA","NA","NA"
Nectandra nitidula,"NA",LC,"NA","NA","NA","NA"
Nectandra oppositifolia,"NA",LC,"NA","NA","NA","NA"
Nectandra paranaensis,"NA",VU,"NA",VU,EN,VU
Nectandra psammophila,"NA",EN,"NA","NA",LC,"NA"
Nectandra puberula,"NA",LC,"NA","NA","NA","NA"
Nectandra reticulata,"NA",LC,"NA","NA","NA","NA"
Nectandra spicata,"NA","NA","NA","NA",DD,"NA"
Nectandra venulosa,"NA","NA","NA","NA",DD,"NA"
Nectandra weddellii,"NA","NA","NA","NA",DD,"NA"
Neea verticillata,"NA","NA","NA","NA",LC,EX
Nematanthus crassifolius,"NA","NA","NA","NA",LC,VU
Nematanthus fornix,"NA","NA","NA","NA",LC,"NA"
Nematanthus mattosianus,"NA","NA","NA","NA","NA",VU
Nematanthus monanthos,"NA","NA","NA",EN,EN,EN
Nematanthus sericeus,"NA","NA","NA","NA",NT,"NA"
Nematanthus strigillosus,"NA","NA","NA","NA",NT,EX
Nematanthus tessmannii,"NA","NA","NA","NA",LC,"NA"
Neocabreria malachophylla,"NA","NA","NA",VU,VU,VU
Neomarica glauca,"NA","NA",VU,"NA",NT,VU
Neomitranthes amblymitra,"NA","NA","NA",VU,EN,EX
Neomitranthes capivariensis,"NA","NA",EN,"NA",DD,EN
Neomitranthes cordifolia,"NA","NA","NA",VU,"NA","NA"
Neomitranthes glomerata,"NA","NA","NA","NA",LC,"NA"
Neomitranthes gracilis,"NA","NA","NA",EN,EN,EN
Neomitranthes obscura,"NA","NA","NA","NA",LC,"NA"
Neomitranthes obtusa,"NA","NA","NA",EN,"NA","NA"
Neomitranthes pedicellata,"NA","NA",EN,EN,EN,EN
Neomitranthes pereireana,"NA","NA","NA","NA",DD,"NA"
Neomitranthes regeliana,"NA",DD,"NA","NA",DD,"NA"
Neomitranthes stictophylla,"NA","NA","NA",EN,"NA","NA"
Neomitranthes warmingiana,"NA",LC,"NA","NA",LC,"NA"
Neoraputia micrantha,"NA","NA","NA","NA",DD,"NA"
Neoregelia angustibracteolata,"NA","NA","NA",CR,"NA","NA"
Neoregelia bahiana,"NA","NA","NA","NA",LC,EX
Neoregelia binotii,NA-NA,NA-NA,NA-NA,NA-NA,DD-NA,EX-EX
Neoregelia brownii,"NA","NA","NA",CR,"NA","NA"
Neoregelia burlemarxii,"NA","NA","NA","NA",LC,VU
Neoregelia capixaba,"NA","NA","NA","NA",DD,"NA"
Neoregelia compacta,"NA","NA","NA","NA",NT,VU
Neoregelia cruenta,"NA","NA","NA","NA",LC,"NA"
Neoregelia doeringiana,"NA","NA","NA","NA",DD,EX
Neoregelia guttata,"NA","NA","NA","NA",DD,"NA"
Neoregelia hoehneana,"NA","NA","NA",EN,EN,"NA"
Neoregelia inexspectata,"NA","NA","NA",EN,"NA","NA"
Neoregelia laevis,"NA",LC,"NA","NA","NA","NA"
Neoregelia leprosa,"NA","NA","NA",VU,"NA","NA"
Neoregelia lilliputiana,"NA","NA","NA","NA",DD,"NA"
Neoregelia maculata,"NA","NA","NA","NA","NA",EX
Neoregelia menescalii,"NA","NA","NA",EN,"NA","NA"
Neoregelia nivea,"NA","NA","NA","NA","NA",VU
Neoregelia oligantha,"NA","NA","NA",VU,"NA","NA"
Neoregelia paulistana,"NA","NA","NA",EN,EN,"NA"
Neoregelia pernambucana,"NA","NA","NA",EN,"NA","NA"
Neoregelia pontualii,"NA","NA","NA","NA","NA",VU
Neoregelia ruschii,"NA","NA","NA",EN,"NA","NA"
Neoregelia sanguinea,"NA","NA","NA",EN,"NA","NA"
Neoregelia sarmentosa,"NA","NA","NA","NA",LC,"NA"
Neoregelia zaslawskyi,"NA","NA","NA","NA",DD,"NA"
Neoregelia zonata,"NA","NA","NA","NA",DD,"NA"
Neptunia pubescens,"NA","NA","NA",VU,"NA","NA"
Nerium oleander,"NA",LC,"NA","NA","NA","NA"
Nicotiana mutabilis,"NA","NA","NA",VU,"NA","NA"
Nidularium amazonicum,"NA","NA","NA","NA",LC,"NA"
Nidularium atalaiaense,"NA","NA","NA",EN,"NA","NA"
Nidularium azureum,"NA","NA","NA",EN,"NA","NA"
Nidularium bocainense,"NA","NA","NA",EN,EN,VU
Nidularium camposportoi,"NA","NA","NA","NA","NA",VU
Nidularium corallinum,"NA","NA","NA",EN,EN,EN
Nidularium ferrugineum,"NA","NA","NA",CR,"NA","NA"
Nidularium itatiaiae,"NA","NA","NA",EN,"NA",EX
Nidularium jonesianum,"NA","NA","NA",EN,EN,EX
Nidularium kautskyanum,"NA","NA","NA",EN,"NA","NA"
Nidularium mangaratibense,"NA","NA","NA",CR,"NA","NA"
Nidularium marigoi,"NA","NA","NA","NA",NT,"NA"
Nidularium minutum,"NA","NA","NA",VU,VU,VU
Nidularium organense,"NA","NA","NA",EN,"NA","NA"
Nidularium rolfianum,"NA","NA","NA","NA","NA",VU
Nidularium rosulatum,"NA","NA","NA",VU,"NA","NA"
Nidularium serratum,"NA","NA","NA",VU,"NA","NA"
Nidularium utriculosum,"NA","NA","NA",VU,"NA","NA"
Niedenzuella poeppigiana,"NA","NA","NA","NA",LC,"NA"
Nierembergia pinifolia,"NA","NA","NA",CR,"NA","NA"
Nissolia vincentina,"NA",LC,"NA","NA","NA","NA"
Nitella flexilis,"NA",LC,"NA","NA","NA","NA"
Nitella oligospira,"NA",LC,"NA","NA","NA","NA"
Nohawilliamsia pirarensis,"NA","NA","NA","NA","NA",EX
Noteroclada confluens,"NA","NA","NA","NA",LC,"NA"
Nothochilus coccineus,"NA","NA","NA",EN,"NA","NA"
Noticastrum hatschbachii,"NA","NA","NA",EN,"NA","NA"
Noticastrum malmei,"NA","NA","NA",EN,"NA","NA"
Noticastrum psammophilum,"NA","NA","NA",EN,"NA","NA"
Notylia microchila,"NA","NA","NA",EN,"NA","NA"
Nymphaea lotus,"NA",LC,"NA","NA","NA","NA"
Ocellochloa brachystachya,"NA","NA","NA",CR,"NA","NA"
Ocimum nudicaule,"NA","NA","NA","NA",LC,"NA"
Ocotea aciphylla,"NA",LR/lc,"NA","NA",NT,"NA"
Ocotea basicordatifolia,"NA",EN,"NA",EN,EN,VU
Ocotea beulahiae,"NA","NA","NA",EN,VU,EN
Ocotea beyrichii,"NA","NA","NA",VU,VU,VU
Ocotea bicolor,"NA","NA","NA","NA",LC,"NA"
Ocotea brachybotrya,"NA",LC,"NA","NA","NA","NA"
Ocotea bragai,"NA","NA",EN,EN,EN,EN
Ocotea catharinensis,"NA",VU,VU,VU,VU,VU
Ocotea confertiflora,"NA","NA","NA",VU,"NA","NA"
Ocotea corymbosa,"NA",LC,"NA","NA","NA","NA"
Ocotea cryptocarpa,"NA","NA","NA",EN,"NA","NA"
Ocotea curucutuensis,"NA","NA","NA","NA",NT,"NA"
Ocotea daphnifolia,"NA","NA",VU,"NA",LC,VU
Ocotea diospyrifolia,"NA",LC,"NA","NA","NA","NA"
Ocotea dispersa,"NA",LC,"NA","NA","NA","NA"
Ocotea divaricata,"NA",LC,"NA","NA","NA","NA"
Ocotea estrellensis,"NA","NA","NA","NA",EN,"NA"
Ocotea felix,"NA","NA",EN,EN,EN,EN
Ocotea frondosa,"NA","NA",VU,"NA",LC,VU
Ocotea glauca,"NA",LC,"NA","NA","NA","NA"
Ocotea glaziovii,"NA",LC,"NA","NA","NA","NA"
Ocotea indecora,"NA",LC,"NA","NA","NA","NA"
Ocotea inhauba,"NA",DD,"NA","NA",DD,EX
Ocotea lanata,"NA",LC,"NA","NA","NA","NA"
Ocotea lancifolia,NA-NA,CR-NA,NA-NA,NA-NA,CR-LC,NA-NA
Ocotea laxa,"NA","NA","NA","NA",LC,"NA"
Ocotea ligulata,"NA","NA","NA","NA",DD,"NA"
Ocotea lobbii,"NA","NA","NA","NA",LC,"NA"
Ocotea minarum,NA-NA,EN-LC,NA-NA,NA-NA,EN-LC,NA-NA
Ocotea mosenii,"NA","NA",VU,VU,VU,VU
Ocotea nectandrifolia,"NA","NA","NA","NA",LC,"NA"
Ocotea nunesiana,"NA","NA","NA","NA",LC,"NA"
Ocotea nutans,"NA",LC,"NA","NA","NA","NA"
Ocotea odorifera,NA-NA,VU-NA,NA-EN,NA-EN,NA-EN,NA-EN
Ocotea porosa,"NA",VU,EN,EN,EN,EN
Ocotea prolifera,"NA","NA","NA","NA",LC,"NA"
Ocotea puberula,"NA",LR/lc,"NA","NA",NT,"NA"
Ocotea pulchella,"NA","NA","NA","NA",LC,"NA"
Ocotea pulchra,"NA",LC,"NA","NA",LC,"NA"
Ocotea serrana,"NA","NA",EN,EN,EN,EN
Ocotea silvestris,"NA","NA","NA","NA",LC,"NA"
Ocotea tabacifolia,"NA","NA","NA",EN,EN,EN
Ocotea teleiandra,"NA",LC,"NA","NA",LC,"NA"
Ocotea tristis,"NA","NA","NA","NA",LC,"NA"
Ocotea velloziana,"NA","NA","NA","NA",LC,"NA"
Ocotea velutina,"NA",LC,"NA","NA","NA","NA"
Ocotea venulosa,"NA",LC,"NA","NA",LC,"NA"
Ocotea virgultosa,"NA","NA","NA","NA","NA",EN
Octomeria alexandri,"NA","NA","NA",EN,EN,EN
Octomeria chamaeleptotes,"NA","NA","NA",VU,"NA","NA"
Octomeria decumbens,"NA","NA","NA","NA",DD,"NA"
Octomeria diaphana,"NA","NA","NA","NA",LC,"NA"
Octomeria estrellensis,"NA","NA","NA","NA",NT,EW
Octomeria geraensis,"NA","NA","NA",VU,VU,EX
Octomeria hatschbachii,"NA","NA","NA",VU,VU,EX
Octomeria hoehnei,"NA","NA","NA",EN,EN,EX
Octomeria lichenicola,"NA","NA","NA",EN,EN,EN
Octomeria palmyrabellae,"NA","NA","NA","NA","NA",VU
Octomeria praestans,"NA","NA","NA","NA",NT,EX
Octomeria recchiana,"NA","NA","NA","NA","NA",EX
Octomeria rotundiglossa,"NA","NA","NA","NA",LC,"NA"
Octomeria truncicola,"NA","NA","NA",VU,VU,VU
Octomeria warmingii,"NA","NA","NA","NA",LC,"NA"
Octomeria wawrae,"NA","NA","NA",EN,EN,EX
Octomeria wilsoniana,CR,"NA","NA",CR,CR,EX
Odontocarya vitis,"NA","NA","NA","NA",LC,"NA"
Odontonema dissitiflorum,"NA","NA","NA",EN,"NA","NA"
Oeceoclades maculata,"NA",LC,"NA","NA","NA","NA"
Olyra fasciculata,"NA","NA","NA","NA",LC,EN
Olyra latispicula,"NA","NA","NA",CR,"NA","NA"
Oocephalus piranii,"NA","NA","NA",CR,"NA","NA"
Operculina hamiltonii,"NA","NA","NA","NA",LC,"NA"
Operculina macrocarpa,"NA","NA","NA","NA",LC,EW
Ophryosporus freyreysii,"NA","NA","NA","NA",LC,"NA"
Ophthalmoblapton crassipes,"NA","NA","NA","NA",DD,"NA"
Opuntia monacantha,NA-NA,LC-LC,NA-NA,NA-NA,LC-NA,NA-NA
Oreopanax capitatus,"NA",LC,"NA","NA",LC,"NA"
Oreopanax fulvus,"NA","NA","NA","NA",LC,"NA"
Ormopteris cymbiformis,"NA","NA","NA",EN,"NA","NA"
Ormopteris gleichenioides,"NA","NA","NA",EN,"NA","NA"
Ormosia fastigiata,"NA",LC,"NA","NA",LC,"NA"
Ormosia minor,"NA",VU,"NA","NA",VU,"NA"
Ornithocephalus myrticola,"NA","NA","NA","NA",LC,"NA"
Orthochilus ruwenzoriensis,"NA","NA","NA","NA",DD,EN
Orthophytum duartei,"NA","NA","NA",EN,"NA","NA"
Orthophytum estevesii,"NA","NA","NA","NA",DD,"NA"
Orthophytum foliosum,"NA","NA","NA",VU,"NA","NA"
Orthophytum fosterianum,"NA","NA","NA",EN,"NA","NA"
Orthophytum grossiorum,"NA","NA","NA",EN,"NA","NA"
Orthophytum magalhaesii,"NA","NA","NA",EN,"NA","NA"
Orthophytum zanonii,"NA","NA","NA",CR,"NA","NA"
Orthosia itatiaiensis,"NA","NA","NA","NA",LC,"NA"
Ossaea warmingiana,"NA","NA","NA",VU,"NA","NA"
Ottelia brasiliensis,"NA","NA","NA","NA",NT,"NA"
Ouratea cuspidata,"NA","NA","NA","NA",LC,"NA"
Ouratea hatschbachii,"NA","NA","NA",EN,"NA","NA"
Ouratea multiflora,"NA",LC,"NA","NA",LC,"NA"
Ouratea ovalis,"NA","NA","NA","NA",LC,"NA"
Ouratea parviflora,"NA",LC,"NA","NA","NA","NA"
Ouratea salicifolia,"NA",LC,"NA","NA","NA","NA"
Ouratea sellowii,"NA","NA","NA","NA",LC,"NA"
Ouratea semiserrata,"NA",LC,"NA","NA","NA","NA"
Ouratea spectabilis,"NA","NA","NA","NA",LC,"NA"
Ouratea vaccinioides,"NA","NA","NA","NA",LC,"NA"
Ouratea verruculosa,"NA","NA","NA","NA",DD,"NA"
Oxalis arachnoidea,"NA","NA","NA",CR,CR,EN
Oxalis bela-vitoriae,"NA","NA","NA",CR,"NA","NA"
Oxalis blackii,"NA","NA","NA",CR,"NA","NA"
Oxalis clausenii,"NA","NA","NA",CR,"NA","NA"
Oxalis cratensis,"NA","NA","NA","NA",LC,"NA"
Oxalis cytisoides,"NA","NA","NA","NA",LC,"NA"
Oxalis diamantinae,"NA","NA","NA",CR,"NA","NA"
Oxalis doceana,"NA","NA","NA",CR,"NA","NA"
Oxalis hedysarifolia,"NA","NA","NA","NA",LC,"NA"
Oxalis hyalotricha,"NA","NA","NA",EN,EN,EN
Oxalis impatiens,"NA","NA","NA",EN,"NA","NA"
Oxalis kuhlmannii,"NA","NA","NA",CR,"NA","NA"
Oxalis mandioccana,"NA","NA","NA",VU,"NA","NA"
Oxalis neuwiedii,"NA","NA","NA","NA",LC,"NA"
Oxalis niederleinii,"NA","NA","NA","NA",LC,"NA"
Oxalis paranaensis,"NA","NA","NA",CR,"NA","NA"
Oxalis praetexta,"NA","NA","NA",EN,"NA","NA"
Oxalis rhombeo-ovata,"NA","NA","NA","NA",LC,"NA"
Oxalis sellowii,"NA","NA","NA","NA",NT,"NA"
Oxalis umbraticola,"NA","NA","NA","NA",LC,"NA"
Oxossia capitata,"NA","NA","NA","NA",LC,"NA"
Oxypetalum arnottianum,"NA","NA","NA","NA",NT,"NA"
Oxypetalum capitatum,"NA","NA","NA","NA",LC,"NA"
Oxypetalum confusum,"NA","NA","NA","NA",LC,EX
Oxypetalum cordifolium subsp. mexiae,"NA","NA","NA",CR,"NA","NA"
Oxypetalum dusenii,"NA","NA","NA",EN,"NA","NA"
Oxypetalum ekblomii,"NA","NA","NA",EN,EN,EN
Oxypetalum glaziovii,"NA","NA","NA",EN,EN,EN
Oxypetalum leonii,"NA","NA","NA",EN,"NA","NA"
Oxypetalum lineare,"NA","NA","NA","NA",LC,"NA"
Oxypetalum pardense,"NA","NA","NA","NA",DD,"NA"
Oxypetalum regnellii,"NA","NA","NA","NA",NT,VU
Oxypetalum strictum,"NA","NA","NA","NA",LC,EX
Oxypetalum warmingii,"NA","NA","NA","NA",LC,"NA"
Pabstiella bacillaris,"NA","NA","NA",EN,"NA","NA"
Pabstiella bradei,"NA","NA","NA","NA",LC,"NA"
Pabstiella carinifera,NA-NA-NA,LC-NA-NA,NA-NA-NA,NA-VU-NA,NA-NA-VU,NA-VU-NA
Pabstiella castellensis,"NA","NA","NA",CR,"NA","NA"
Pabstiella conspersa,NA-NA,NA-NA,NA-NA,EN-NA,NA-EN,NA-NA
Pabstiella garayi,"NA","NA","NA",CR,"NA","NA"
Pabstiella lingua,"NA","NA","NA",EN,"NA","NA"
Pabstiella miniatolineolata,"NA",DD,"NA","NA","NA","NA"
Pabstiella ruschii,"NA","NA","NA",CR,"NA","NA"
Pachira aquatica,"NA",LC,"NA","NA","NA","NA"
Pachira calophylla,"NA","NA","NA","NA",EN,VU
Pachira endecaphylla,"NA","NA","NA","NA",LC,"NA"
Pachygenium oestriferum,"NA","NA","NA","NA",LC,"NA"
Pachygenium orthosepalum,"NA","NA","NA","NA",LC,"NA"
Pachygenium sceptrum,"NA",DD,"NA","NA","NA","NA"
Pachystachys dubiosa,"NA","NA","NA",EN,"NA","NA"
Pachystroma longifolium,"NA",LC,"NA","NA","NA","NA"
Paepalanthus ater,"NA","NA","NA",CR,"NA","NA"
Paepalanthus bellus,"NA","NA","NA","NA",DD,"NA"
Paepalanthus catharinae var. hatschbachii,"NA","NA","NA","NA",DD,"NA"
Paepalanthus crinitus,"NA","NA","NA","NA",DD,"NA"
Paepalanthus elatus,"NA","NA","NA","NA",DD,"NA"
Paepalanthus extremensis,"NA","NA","NA","NA",DD,"NA"
Paepalanthus garimpensis,"NA","NA","NA","NA",DD,"NA"
Paepalanthus grao-mogolensis,"NA","NA","NA","NA",DD,"NA"
Paepalanthus hydra,"NA","NA","NA",EN,"NA","NA"
Paepalanthus langsdorffii,"NA","NA","NA","NA",DD,"NA"
Paepalanthus lepidus,"NA","NA","NA","NA",DD,"NA"
Paepalanthus uncinatus,"NA","NA","NA","NA",DD,"NA"
Paepalanthus xiphophyllus,"NA","NA","NA","NA",DD,"NA"
Pagamea harleyi,"NA","NA","NA",VU,"NA","NA"
Palhinhaea bradei,"NA","NA","NA",EN,"NA","NA"
Paliavana werdermannii,"NA","NA","NA",VU,"NA","NA"
Palicourea forsteronioides,"NA",DD,"NA","NA",DD,"NA"
Palicourea fulgens,"NA","NA","NA",VU,"NA","NA"
Palicourea gracilenta,"NA",LC,"NA","NA","NA","NA"
Palicourea hoffmannseggiana,"NA",LC,"NA","NA","NA","NA"
Palicourea malaneoides,"NA",DD,"NA","NA",DD,"NA"
Palicourea prunifolia,"NA","NA","NA","NA",LC,EN
Palicourea racemosa,NA-NA,LC-NA,NA-NA,NA-NA,NA-LC,NA-NA
Palicourea sessilis,"NA","NA","NA","NA",LC,"NA"
Palicourea tetraphylla,"NA","NA",VU,"NA",LC,VU
Pallavicinia lyellii,"NA","NA","NA","NA",LC,"NA"
Pamphalea araucariophila,"NA","NA","NA",EN,"NA","NA"
Pamphalea cardaminifolia,"NA","NA","NA",EN,"NA","NA"
Pamphalea maxima,"NA","NA","NA",CR,"NA","NA"
Pamphalea ramboi,"NA","NA","NA",CR,"NA","NA"
Pamphalea smithii,"NA","NA","NA",EN,"NA","NA"
Panicum gouinii,"NA","NA","NA","NA",LC,"NA"
Panicum millegrana,"NA",LC,"NA","NA","NA","NA"
Panicum pedersenii,"NA","NA","NA","NA",LC,"NA"
Panicum peladoense,"NA","NA",EN,"NA","NA",EN
Panicum repens,"NA",LC,"NA","NA","NA","NA"
Panopsis multiflora,"NA","NA","NA",EN,EN,EN
Panopsis rubescens,"NA",LC,"NA","NA",LC,VU
Paracromastigum dusenii,"NA","NA","NA",EN,"NA","NA"
Parahancornia amara,"NA","NA","NA","NA",DD,"NA"
Paralychnophora atkinsiae,"NA","NA","NA",EN,"NA","NA"
Paralychnophora bicolor,"NA","NA","NA",EN,"NA","NA"
Paralychnophora harleyi,"NA","NA","NA",VU,"NA","NA"
Paralychnophora patriciana,"NA","NA","NA",EN,"NA","NA"
Parapiptadenia rigida,"NA",LC,"NA","NA","NA","NA"
Paratecoma peroba,"NA","NA","NA",EN,"NA","NA"
Paratheria prostrata,"NA",LC,"NA","NA","NA","NA"
Parianella carvalhoi,"NA","NA","NA",CR,"NA","NA"
Parinari brasiliensis,"NA","NA","NA",EN,LC,EN
Parkia lutea,"NA","NA","NA","NA",DD,"NA"
Parodia alacriportana,"NA","NA","NA","NA",DD,"NA"
Parodia buiningii,"NA","NA","NA","NA",DD,"NA"
Parodia concinna,"NA","NA","NA",EN,"NA","NA"
Parodia crassigibba,"NA","NA","NA",EN,"NA","NA"
Parodia curvispina,"NA","NA","NA","NA",DD,"NA"
Parodia erinacea,"NA","NA","NA",EN,"NA","NA"
Parodia herteri,"NA","NA","NA","NA",DD,"NA"
Parodia horstii,"NA","NA","NA","NA",DD,"NA"
Parodia leninghausii,"NA","NA","NA","NA",DD,"NA"
Parodia magnifica,"NA","NA","NA","NA",DD,"NA"
Parodia mammulosa,"NA","NA","NA",EN,"NA","NA"
Parodia neohorstii,"NA","NA","NA","NA",DD,"NA"
Parodia oxycostata,"NA","NA","NA",VU,"NA","NA"
Parodia rechensis,"NA","NA","NA",CR,"NA","NA"
Parodia scopa,"NA","NA","NA",EN,"NA","NA"
Paspalum acuminatum,"NA","NA","NA","NA","NA",EN
Paspalum arundinellum,"NA","NA",CR,"NA","NA",CR
Paspalum cinerascens,"NA","NA","NA","NA","NA",CR
Paspalum compressifolium,"NA","NA","NA","NA","NA",CR
Paspalum dedeccae,"NA","NA","NA","NA","NA",EX
Paspalum densum,"NA",LC,"NA","NA","NA","NA"
Paspalum distichum,"NA",LC,"NA","NA","NA","NA"
Paspalum erianthoides,"NA","NA",EX,"NA","NA",EX
Paspalum erianthum,"NA","NA",EN,"NA","NA",EN
Paspalum exaltatum,"NA","NA","NA","NA","NA",CR
Paspalum falcatum,"NA","NA",EN,"NA","NA",EN
Paspalum flaccidum,"NA","NA",CR,"NA","NA",CR
Paspalum foliiforme,"NA","NA","NA","NA","NA",EN
Paspalum geminiflorum,"NA","NA","NA","NA","NA",EX
Paspalum glaucescens,"NA","NA",EN,"NA","NA",EN
Paspalum ionanthum,"NA","NA","NA","NA","NA",EN
Paspalum macranthecium,"NA","NA","NA","NA","NA",EN
Paspalum maculosum,"NA",LC,"NA","NA","NA","NA"
Paspalum melanospermum,"NA",LC,"NA","NA","NA","NA"
Paspalum plenum,"NA","NA",EN,"NA","NA",EN
Paspalum rawitscheri,"NA","NA","NA",EN,"NA","NA"
Paspalum repandum,NA-NA,NA-NA,NA-NA,EN-NA,NA-EN,NA-NA
Paspalum repens,"NA",LC,"NA","NA","NA","NA"
Paspalum stellatum,"NA","NA","NA","NA","NA",EN
Paspalum usterii,"NA","NA",EX,"NA","NA",EX
Paspalum vaginatum,"NA",LC,"NA","NA","NA","NA"
Passiflora actinia,"NA","NA","NA","NA",LC,"NA"
Passiflora amethystina,"NA","NA","NA","NA",LC,"NA"
Passiflora campanulata,"NA","NA","NA","NA",LC,EW
Passiflora edulis,"NA","NA","NA","NA",LC,"NA"
Passiflora eichleriana,"NA","NA","NA","NA",LC,"NA"
Passiflora elegans,"NA","NA","NA","NA",NT,"NA"
Passiflora hatschbachii,"NA","NA","NA",EN,EN,"NA"
Passiflora imbeana,"NA","NA","NA",EN,"NA","NA"
Passiflora ischnoclada,"NA","NA","NA",CR,CR,CR
Passiflora malacophylla,"NA","NA","NA","NA",LC,EX
Passiflora margaritae,"NA","NA","NA",EN,"NA","NA"
Passiflora miersii,"NA","NA","NA","NA",LC,"NA"
Passiflora porophylla,"NA","NA","NA","NA",LC,"NA"
Passiflora racemosa,"NA","NA","NA","NA",LC,EW
Passiflora saccoi,"NA","NA","NA","NA",DD,"NA"
Passiflora setulosa,"NA","NA","NA",EN,EN,EW
Passiflora tricuspis,"NA","NA","NA","NA",LC,"NA"
Passiflora urubiciensis,"NA","NA","NA",EN,"NA","NA"
Paubrasilia echinata,"NA","NA","NA",EN,"NA","NA"
Paullinia pseudota,"NA","NA","NA","NA",LC,VU
Paullinia revoluta,"NA","NA","NA",VU,"NA","NA"
Paullinia uloptera,"NA","NA","NA","NA",LC,VU
Pausandra morisiana,"NA","NA","NA","NA",LC,"NA"
Pavonia almasana,"NA","NA","NA",EN,"NA","NA"
Pavonia alnifolia,"NA","NA","NA","NA",DD,"NA"
Pavonia belophylla,"NA","NA","NA","NA",NE,"NA"
Pavonia biflora,"NA","NA","NA","NA",LC,"NA"
Pavonia distinguenda,"NA","NA","NA","NA",LC,VU
Pavonia garckeana,"NA","NA","NA","NA",LC,"NA"
Pavonia grazielae,"NA","NA","NA",VU,"NA","NA"
Pavonia hastata,"NA","NA","NA","NA",LC,"NA"
Pavonia hatschbachii,"NA","NA","NA",EN,"NA","NA"
Pavonia hexaphylla,"NA","NA","NA","NA",LC,"NA"
Pavonia kleinii,"NA","NA","NA","NA",DD,VU
Pavonia lanata,"NA","NA","NA","NA",LC,"NA"
Pavonia paucidentata,"NA","NA","NA","NA",DD,"NA"
Pavonia reticulata,"NA","NA","NA","NA",LC,"NA"
Pavonia spiciformis,"NA","NA","NA",EN,"NA","NA"
Pavonia tricalycaris,"NA","NA","NA","NA",DD,"NA"
Paypayrola blanchetiana,"NA",LC,"NA","NA","NA","NA"
Pecluma hoehnei,"NA","NA","NA",CR,"NA","NA"
Pecluma imbeana,"NA","NA","NA",CR,"NA","NA"
Pecluma insularis,"NA","NA","NA",CR,"NA","NA"
Pecluma truncorum,"NA","NA","NA","NA",LC,"NA"
