"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"250","2008-05-27 22:02:00-03","MO","MOBOT","367552","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Ronald L. Liesner","Liesner 23893","1988","4","26","South America","Venezuela","Bolívar",NA,"Gran Sabana; ca 10 km SW of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa).","-61.05","5.31666",NA,NA,NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-22","3",NA,NA
"251","2008-05-27 22:02:00-03","MO","MOBOT","367571","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Ronald L. Liesner","Liesner 25997","1988","11","7","South America","Venezuela","Amazonas",NA,"ATABAPO Trail from Río Cunucunuma to Huachamacarí. Forest.","-65.7","3.81666",NA,NA,NA,NA,"200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-72","3",NA,NA
"252","2008-05-27 22:02:00-03","MO","MOBOT","368582","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Ronald L. Liesner","Liesner 24564","1988","10","9","South America","Venezuela","Amazonas",NA,"ATABAPO Río Cunucunuma, at mouth of Caño Negro to 3 km down river.","-65.71666","3.7",NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-43","3",NA,NA
"253","2011-06-09 17:58:00-03","MO","MOBOT","368727","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. B. Croat (MO)","Alwyn H. Gentry|Hermes Cuadros V.","Gentry 63875","1988","7","28","South America","Colombia","Córdoba",NA,"Junction of Río Tigre and Río Manso, Paramillo National Park. TRANSECT No. 7","-76.08333","7.5",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-283","1",NA,NA
"254","2008-05-27 22:02:00-03","MO","MOBOT","372993","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Ronald L. Liesner","Liesner 16959","1984","3","26","South America","Venezuela","Amazonas",NA,"Río Negro. Upper Caño Baria. Swampy area between Río Mawarinuma and head- waters of Río Baria. Elev. 130 m. Ca. 0º52'N, 66º15'W.","-66.25","0.86666",NA,NA,NA,NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-63","3",NA,NA
"255","2008-05-27 22:02:00-03","MO","MOBOT","373139","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","George S. Bunting","Bunting 2909","1968","2","18","South America","Venezuela","Bolívar",NA,"Km 124",NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2014-06-09 13:19:00-03","MO","MOBOT","373147","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat","Croat 53997","1990","3","10","South America","Colombia","Nariño","Ricaurte","Reserva Natural La Planada: 7 km above Chucunés (on road between Tuquerres and Ricaurte); along trail to Pialapí, 150-200 m past entrance to La Planada Field Station.","-77.9855555","1.1713889",NA,NA,NA,NA,"1925.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","1",NA,NA
"257","2008-05-27 22:02:00-03","MO","MOBOT","373155","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat","Croat 59338","1984","11","26","South America","Venezuela","Amazonas",NA,"Vicinity of Cerro Neblina base camp on Río Mawarinuma.","-66.16666","0.83333",NA,NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2008-05-27 22:02:00-03","MO","MOBOT","373363","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Ronald L. Liesner|Bruce K. Holst","Liesner 18967","1985","10","23","South America","Venezuela","Bolívar",NA,"5 km S of El Pauji, El Abismo, Río Samay, affluent of Icabarú forested valley, slopes, streams and river. Elev. 520 m, 4º23'N, 61º38'W.","-61.63333","4.38333",NA,NA,NA,NA,"520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-39","3",NA,NA
"259","2008-05-27 22:02:00-03","MO","MOBOT","373371","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Ronald L. Liesner|Bruce K. Holst","Liesner 18972","1985","10","23","South America","Venezuela","Bolívar",NA,"5 km S of El Pauji, El Abismo, Río Samay, affluent of Icabarú forested valley, slopes, streams and river. Elev. 520 m, 4º23'N, 61º38'W.","-61.63333","4.38333",NA,NA,NA,NA,"520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-39","1",NA,NA
"260","2008-05-27 22:02:00-03","MO","MOBOT","373406","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Ronald L. Liesner","Liesner 19049","1985","10","28","South America","Venezuela","Bolívar",NA,"17 km E of El Pauji by road and 64 km W of Santa Elena by road. 4 km N of highway. Río Las Ahallas. Elev. 850 m, ca. 4º30'N, 61º30'W.","-61.5","4.5",NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-41","3",NA,NA
"261","2008-05-27 22:02:00-03","MO","MOBOT","373654","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Tom Croat","Ronald L. Liesner|Bruce K. Holst","Liesner 20361","1986","4","26","South America","Venezuela","Bolívar",NA,"Piar, Amaruay-tepui. Slope up to base wall. South side about 1 km from SW corner of tepui. Forest 20 to 35 m tall.","-62.25","5.9",NA,NA,NA,NA,"550.00000000","810.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-9","2",NA,NA
"262","2008-05-27 22:02:00-03","MO","MOBOT","374316","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Ronald L. Liesner","Liesner 23800","1988","4","25","South America","Venezuela","Bolívar",NA,"Gran Sabana; ca 10 km Sw of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa). Along small, intermittent stream in 25 m tall forest. Small pools of water present at end of dry season.","-61.05","5.31666",NA,NA,NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-20","2",NA,NA
"263","2008-05-27 22:02:00-03","MO","MOBOT","374323","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Ronald L. Liesner","Liesner 23802","1988","4","25","South America","Venezuela","Bolívar",NA,"Gran Sabana; ca 10 km Sw of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa). Along small, intermittent stream in 25 m tall forest. Small pools of water present at end of dry season.","-61.05","5.31666",NA,NA,NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-20","2",NA,NA
"264","2008-05-27 22:02:00-03","MO","MOBOT","375218","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.CROAT(MO)","Milton Tirado|P. Asimbaya|Coroso, Manuel Ilario|Arroyo, J.","Tirado 555","1993","10","23","South America","Ecuador","Esmeraldas","Eloy Alfaro","Reserva Ecológica Cotacachi-Cayapas. Parroquia Luis Vargas Torres. Río Santiago, estero Pote. Bosque muy húmedo Tropical. Bosque primario.","-78.75","0.81666",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2008-05-27 22:02:00-03","MO","MOBOT","377987","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Beruerdi","Beruerdi 828","1953","8","19","South America","Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2008-05-27 22:02:00-03","MO","MOBOT","385860","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.CROAT(MO)","Daniel Rubio|Carlos Quelal","Rubio 750","1990","9","14","South America","Ecuador","Esmeraldas","San Lorenzo","32 km al oeste de Lita, en la carretera a San Lorenzo. Bosque muy húmedo Tropical. Bosque alterado.","-78.63333","0.91666",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-14","1",NA,NA
"267","2011-06-13 15:15:00-03","MO","MOBOT","387069","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.B. Croat (MO)","Alwyn H. Gentry|J. Orlando Rangel","Gentry 68498","1989","10","19","South America","Colombia","Valle del Cauca","Buenaventura","Bajo Anchicayá, Levantamiento. Parcela","-76.83333","3.75",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"128","3",NA,NA
"268","2011-06-08 12:01:00-03","MO","MOBOT","387141","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat (MO)","José Schunke V.","Schunke Vigo 10824","1979","2","9","South America","Peru","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo; Quebrada de Culebra, cerca a Limón.","-76.5447222","-8.2561111",NA,NA,NA,NA,"500.00000000","530.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","5",NA,NA
"269","2008-05-27 22:02:00-03","MO","MOBOT","389325","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Alwyn H. Gentry","Gentry 53800","1986","3","30","South America","Colombia","Chocó",NA,"Taparalito, Quebrada Taparal, N of Palestina. Primary wet forest.","-77.2","4.25",NA,NA,NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-28","2",NA,NA
"270","2008-05-27 22:02:00-03","MO","MOBOT","389431","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Alwyn H. Gentry|Adrian Juncosa","Gentry 40637","1983","2","23","South America","Colombia","Cauca",NA,"Río Naya near El Pastico. Ridge forest.","-77.36666","3.16666",NA,NA,NA,NA,"20.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-62","4",NA,NA
"271","2019-06-16 04:36:00-03","MO","MOBOT","389868","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat","Carlos Aulestia|Galo A. Tipaz|María Burbano|Cantincuz, Belizario","Aulestia 363","1992","9","21","South America","Ecuador","Esmeraldas","San Lorenzo","Parroquia Mataje. Reserva Etnica Awá. Centro Mataje. Bosque húmedo Tropical.","-78.55","1.1333333",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-2","3",NA,NA
"272","2008-05-27 22:02:00-03","MO","MOBOT","389948","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat","Croat 74182","1993","2","10","South America","French Guiana",NA,NA,"Vicinity of Saül, along headwaters of St. Eloi River, at this point a black-water stream.","-53.2","3.61666",NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2012-04-27 11:30:00-03","MO","MOBOT","390157","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Dorothy Bay","Bay 226","1993","7","22","South America","Colombia",NA,NA,"Bajo Calima Region: along road from Buenaventura to Málaga.","-77","3.9333333",NA,NA,NA,NA,"50.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7",NA,NA
"274","2012-06-22 15:05:00-03","MO","MOBOT","390235","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Dorothy Bay","Bay 281","1993","8","4","South America","Colombia",NA,NA,"Bajo Calima Region: Pulpapel Headquarters.","-77","3.9333333",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","10",NA,NA
"275","2008-05-27 22:02:00-03","MO","MOBOT","806331","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Cl. Haxaire","Haxaire 1897","1978","2","27","South America","Peru","Loreto","Maynas","Rio Yubineto, tributary of Rio Putumayo. Bellavista. PA.","-74.33333","-1",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","1",NA,NA
"276","2008-05-27 22:02:00-03","MO","MOBOT","806592","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Cl. Haxaire","Haxaire 2422","1978","3","3","South America","Peru","Loreto","Maynas","Rio Yubineto, tributary of Rio Putumayo. Bellavista. Fout.","-74.33333","-1",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","1",NA,NA
"277","2008-05-27 22:02:00-03","MO","MOBOT","807911","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Cl. Haxaire","Haxaire 4587","1978","4","30","South America","Peru","Loreto","Maynas","Rio Yubineto, tributary of Rio Putumayo. Bellavista.","-74.33333","-1",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","1",NA,NA
"278","2008-05-27 22:02:00-03","MO","MOBOT","954147","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.Croat","Thomas B. Croat|Dorothy Bay","Croat 75835A","1993","7","17","South America","Colombia","Valle del Cauca",NA,"Vicinity of Bajo Calima; along road from Buenaventura to Málaga, Km 49.","-77.06666","4.03333",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567",NA,NA,NA
"279","2008-05-27 22:02:00-03","MO","MOBOT","360483","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 62561","1986","8","23","South America","Brazil","Acre",NA,"Municipio Canamari Amazona; Vicinity of Floresta; downstream from Cruziero do Sul; Varsea Forest; 7º37'S; 72º36'W; About 150m","-72.6","-7.61666",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-75","2",NA,NA
"280","2011-06-21 11:45:00-03","MO","MOBOT","1298534","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat|Richard Mansell|Lynn P. Hannon|J. Whitehill","Croat 82492","1998","7","8","South America","Ecuador","Esmeraldas",NA,"Lita-San Lorenzo Road, 1.2 km W of El Durago, 21.1 km W of Alto Tambo.","-78.45166","0.86972",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"857","2",NA,NA
"281","2011-06-21 11:45:00-03","MO","MOBOT","1295977","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat|Richard Mansell|Lynn P. Hannon|J. Whitehill","Croat 82449","1998","7","8","South America","Ecuador","Esmeraldas",NA,"Lita-San Lorenzo Road, 1.2 km W of El Durago, 21.1 km W of Alto Tambo.","-78.45166","0.86972",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"857","2",NA,NA
"282","2020-08-31 09:18:57-03","INPA","INPA","209698","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Pereira, LA","Pereira, LA","149","2001","02","28","Southern America","Brasil","Amapá","Pedra Branca do Amaparí","Ramal arrependido","-51.633333","0.616667",NA,NA,"INPA0209698","INPA0209698 INPA0209698_e INPA0209698_e1",NA,NA,"-51.633333","0.616667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-01-10 20:51:39-03","INPA","INPA","203378","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Soares, ML","Soares, ML","402","1998","12","04","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolfo Ducke. Igarapé do Tinga, junto ao limite NE, fora da Reserva.","-59.966667","-2.883333",NA,NA,"INPA0203378",NA,NA,NA,"-59.966667","-2.883333","1998",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"284","2020-08-31 09:18:57-03","INPA","INPA","211880","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Soares, ML","Soares, ML","432","1999","09","29","Southern America","Brasil","Amazonas","Santa Isabel do Rio Negro","Estrada do Tibahá, Estrada do Tibahá.","-64.933333","-0.5",NA,NA,"INPA0211880","INPA0211880 INPA0211880_e",NA,NA,"-64.933333","-0.5","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-08-31 09:18:57-03","INPA","INPA","211910","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Soares, ML","Soares, ML","463","1999","10","02","Southern America","Brasil","Amazonas","Santa Isabel do Rio Negro","Rio Marauiá, Rio Maraiuá.","-64.933333","-0.5",NA,NA,"INPA0211910","INPA0211910 INPA0211910_e",NA,NA,"-64.933333","-0.5","2004",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"286","2020-08-31 09:18:57-03","INPA","INPA","224777","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Soares, ML","536","2003","09","02","Southern America","Brasil","Amazonas","Santa Isabel do Rio Negro","Rio Mariuá, Rio Mariuá.","-64.267222","-0.336111",NA,NA,"INPA0224777","INPA0224777 INPA0224777_1 INPA0224777_e",NA,NA,"-64.267222","-0.336111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-08-31 09:18:57-03","INPA","INPA","168526","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Mayo, SJ","Croat, TB","62561","1986","08","23","Southern America","Brasil","Acre",NA,"Canamarí Amazonas, Vicinity of Floresta, downstream from Cruzeiro do Sul.","-72.6","-7.616667",NA,NA,"INPA0168526",NA,"150","150","-72.6","-7.616667","1995",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"288","2020-08-31 09:18:57-03","INPA","INPA","168613","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat, TB","Croat, TB","62649","1986","08","25","Southern America","Brasil","Acre",NA,"Along road between Cruzeiro do Sul and Barão do Rio Branco, vicinity of airport, 0.6 Km beyond airport.","-72.6","-7.633333",NA,NA,"INPA0168613",NA,"150","150","-72.6","-7.633333","2001",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"289","2020-08-31 09:18:57-03","INPA","INPA","168107","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat, TB","Croat, TB","62241","1986","08","16","Southern America","Brasil","Amazonas","Manaus","Along road from Manaus to Caracaraí; 45.3 Km north of junction in road to Itacoatiara.","-60.083333","-1.666667",NA,NA,"INPA0168107","INPA0168107 INPA0168107_e INPA0168107_e1","100","100","-60.083333","-1.666667","2001",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"290","2020-08-31 09:18:57-03","INPA","INPA","239236","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Soares, ML","Oliveira, RFM","47","2010","06","04","Southern America","Brasil","Amazonas","Manaus","APA da Margem Esquerda do Rio Negro Setor Aturiá-Apuauzinho.","-60.783056","-2.477222",NA,NA,"INPA0239236",NA,NA,NA,"-60.783056","-2.477222","2010",NA,NA,"08","10",NA,NA,NA,NA,NA,NA
"291","2020-08-31 09:18:57-03","INPA","INPA","24400","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Nicolson, DH","Prance, GT","7601","1968","09","27","Southern America","Brasil","Acre","Sena Madureira","BR 364, 4 Km à leste de Sena Madureira.","-68.621666","-9.070242",NA,NA,"INPA0024400",NA,NA,NA,"-68.621666","-9.070242","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-08-31 09:18:57-03","INPA","INPA","31466","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Maas, PJM","P13102","1971","05","18","Southern America","Brasil","Acre","Cruzeiro do Sul","Rio Juruá-Mirim, Aldeota, Aldeota between Porongaba & Papagaio, rio Juruá-Mirim. Forest on terra firme.","-72.757397","-8.186353",NA,NA,"INPA0031466",NA,NA,NA,"-72.757397","-8.186353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-08-31 09:18:57-03","INPA","INPA","84628","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Projeto Flora Epífita","309","1978","10","16","Southern America","Brasil","Amazonas",NA,"Rio Marié","-67.133333","-0.183333",NA,NA,"INPA0084628",NA,NA,NA,"-67.133333","-0.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-08-31 09:18:57-03","INPA","INPA","224761","S","Plantae","Monocotyledon","Alismatales","Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Soares, ML","548","2003","09","04","Southern America","Brasil","Amazonas","Santa Isabel do Rio Negro","Rio Darahá, Rio Darabá","-65.0192031860352","-0.413888990879059",NA,NA,"INPA0224761",NA,NA,NA,NA,NA,NA,"323677","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-07-10 09:43:34-03","MBML","MBML-HERBARIO","11077",NA,"Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poeppig",NA,"Cintia C. Chamas; et al","402","1995","03","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Trepadeira, folha verde discolor. Trilha Tapinoã, altitude aprox. 660m, meia sombra.","MBML011077","MBML011077",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
