especie_original,cat_ameaca_cncflora_1,cat_ameaca_cncflora_0
Moldenhawera luschnathiana,VU,NA
Moldenhawera nutans,EN,NA
Moldenhawera papillanthera,VU,VU
Moldenhawera polysperma,VU,NA
Mollia macrophylla,DD,NA
Mollia nitida,VU,NA
Mollia paraensis,DD,NA
Mollinedia acutissima,VU,NA
Mollinedia argyrogyna,LC,NA
Mollinedia blumenaviana,NT,NA
Mollinedia boracensis,NT,NT
Mollinedia corcovadensis,DD,NA
Mollinedia dolichotricha,EN,NA
Mollinedia engleriana,LC,NA
Mollinedia eugeniifolia,CR,EN
Mollinedia gilgiana,LC,NA
Mollinedia glabra,LC,NA
Mollinedia glaziovii,EN,NA
Mollinedia heteranthera,EN,NA
Mollinedia jorgearum,CR,NA
Mollinedia lamprophylla,NT,NT
Mollinedia longicuspidata,DD,EN
Mollinedia luizae,DD,VU
Mollinedia marliae,CR,NA
Mollinedia marqueteana,LC,NA
Mollinedia ovata,LC,NA
Mollinedia pachysandra,LC,NA
Mollinedia salicifolia,NT,NT
Mollinedia stenophylla,CR,NT
Molongum zschokkeiforme,LC,NA
Molopanthera paniculata,LC,NA
Monogereion carajensis,CR,NA
Monotagma plurispicatum,LC,NA
Monsanima tinguaensis,VU,NA
Monteiroa bullata,LC,NA
Monteiroa ptarmicifolia,LC,NA
Monteiroa smithii,EN,NA
Monteverdia megalocarpa,EN,NA
Monteverdia psammophila,EN,NA
Monteverdia quadrangulata,LC,NA
Mora paraensis,NT,NA
Moranopteris xbradei,DD,NA
Mormolyca cleistogama,LC,NA
Mormolyca galeata,DD,NA
Moronobea candida,DD,NA
Moronobea pulchra,LC,NA
Mostuea muricata,VU,NA
Mourera fluviatilis,LC,NA
Mourera weddelliana,VU,NA
Mouriri arborea,LC,NA
Mouriri arenicola,CR,NA
Mouriri brachyanthera,LC,NA
Mouriri dimorphandra,LC,NA
Mouriri doriana,EN,NA
Mouriri duckeanoides,LC,NA
Mouriri lunatanthera,LC,NA
Mouriri megasperma,CR,NA
Mouriri micradenia,DD,NA
Mouriri pusa,LC,NA
Mouriri regeliana,EN,NA
Mouriri torquata,DD,NA
Mouriri trunciflora,LC,NA
Muellera fernandesii,VU,NA
Muellera filipes,VU,NA
Muellera graciliflora,CR,NA
Muellera grazielae,EN,NA
Muellera laticifera,EN,NA
Muellera leptobotrys,LC,NA
Muellera longiunguiculata,LC,NA
Muellera montana,LC,NA
Muellera nitens,EN,NA
Muellera torrensis,EN,NA
Muellera tozziana,EN,NA
Muellera virgilioides,VU,NA
Myoxanthus ruschii,CR,NA
Myoxanthus seidelii,CR,NA
Myracrodruon balansae,EN,NA
Myracrodruon urundeuva,LC,NA
Myrceugenia alpigena,LC,NA
Myrceugenia bracteosa,EN,EN
Myrceugenia brevipedicellata,EN,EN
Myrceugenia campestris,LC,NA
Myrceugenia euosma,LC,NA
Myrceugenia foveolata,VU,EN
Myrceugenia franciscensis,VU,EN
Myrceugenia gertii,EN,EN
Myrceugenia glaucescens,LC,NA
Myrceugenia hatschbachii,EN,VU
Myrceugenia hoehnei,VU,VU
Myrceugenia kleinii,VU,VU
Myrceugenia miersiana,LC,NA
Myrceugenia myrcioides,LC,NA
Myrceugenia oxysepala,LC,NA
Myrceugenia pilotantha,LC,NA
Myrceugenia reitzii,NT,NT
Myrceugenia rufescens,LC,NA
Myrceugenia scutellata,NT,NT
Myrceugenia smithii,EN,NA
Myrceugenia venosa,LC,NA
Myrcia almasensis,EN,NA
Myrcia amplexicaulis,EN,NA
Myrcia anacardiifolia,LC,NA
Myrcia badia,DD,NA
Myrcia congestiflora,VU,NA
Myrcia cordiifolia,LC,NA
Myrcia diaphana,NT,VU
Myrcia dichrophylla,LC,NA
Myrcia dolichopetala,DD,NA
Myrcia eriopus,LC,NA
Myrcia espiritosantensis,EN,NA
Myrcia flagellaris,NT,NA
Myrcia follii,CR,NA
Myrcia gilsoniana,EN,CR
Myrcia grazielae,LC,NA
Myrcia guianensis,LC,NA
Myrcia hatschbachii,LC,NA
Myrcia hebepetala,LC,NA
Myrcia heringii,LC,NA
Myrcia hexasticha,EN,NA
Myrcia innovans,EN,NA
Myrcia insularis,LC,NA
Myrcia isaiana,NT,EN
Myrcia limae,EN,NA
Myrcia lineata,EN,EN
Myrcia lughadhae,EN,NA
Myrcia magnifolia,EN,CR
Myrcia neocambessedeana,DD,NA
Myrcia neorostrata,DD,NA
Myrcia oblongata,LC,NA
Myrcia obovata,LC,NA
Myrcia ovata,LC,NA
Myrcia pendula,EN,NA
Myrcia plusiantha,NT,NA
Myrcia pubipetala,LC,NA
Myrcia pulchra,LC,NA
Myrcia reticulata,EN,NA
Myrcia retorta,LC,NA
Myrcia riodocensis,EN,CR
Myrcia robusta,CR,NA
Myrcia rupicola,EN,EN
Myrcia ruschii,EN,NA
Myrcia stewartiana,DD,NA
Myrcia stictophylla,CR,NA
Myrcia subsericea,LC,NA
Myrcia thomasii,DD,NA
Myrcia tijucensis,LC,NA
Myrcia undulata,LC,NA
Myrcia variabilis,LC,NA
Myrcia vauthiereana,NT,NA
Myrcia velutiflora,CR,NA
Myrcia venulosa,LC,NA
Myrcia verrucosa,LC,NA
Myrcia vittoriana,LC,NA
Myrcia warmingiana,EN,NA
Myrcianthes cisplatensis,LC,NA
Myrcianthes gigantea,LC,NA
Myrcianthes pungens,LC,NA
Myrciaria alagoana,EN,NA
Myrciaria cuspidata,LC,NA
Myrciaria floribunda,LC,NA
Myrciaria glomerata,LC,NA
Myrciaria leucadendron,CR,NA
Myrciaria plinioides,EN,VU
Myrciaria pumila,DD,NA
Myrciaria tenella,DD,NA
Myriocoleopsis fluviatilis,VU,NA
Myrocarpus fastigiatus,LC,NA
Myrocarpus frondosus,LC,NA
Myrocarpus leprosus,CR,NA
Myroxylon peruiferum,LC,NA
Myrsine cipoensis,DD,NA
Myrsine congesta,EN,NA
Myrsine glazioviana,EN,NA
Myrsine hermogenesii,LC,NA
Myrsine luae,DD,NA
Myrsine rubra,NT,NA
Myrsine villosissima,EN,NA
Mysanthus uleanus,LC,NA
Najas conferta,LC,NA
Najas guadalupensis,LC,NA
Najas marina,LC,NA
Napeanthus primulifolius,LC,NA
Naucleopsis jamariensis,DD,NA
Naucleopsis oblongifolia,LC,NA
Naucleopsis stipularis,LC,NA
Navia corrugata,LC,NA
Navia eldoradensis,LC,NA
Navia tenuifolia,LC,NA
Neblinaea promontoriorum,DD,NA
Neblinathamnus brasiliensis,DD,NA
Nectandra angustifolia,LC,NA
Nectandra barbellata,EN,VU
Nectandra cissiflora,LC,NA
Nectandra debilis,DD,NA
Nectandra embirensis,DD,NA
Nectandra gardneri,LC,NA
Nectandra grandiflora,LC,NA
Nectandra grisea,VU,VU
Nectandra hihua,LC,NA
Nectandra impressa,DD,NA
Nectandra japurensis,DD,NA
Nectandra matogrossensis,DD,NA
Nectandra micranthera,NT,NA
Nectandra paranaensis,EN,VU
Nectandra psammophila,LC,NA
Nectandra spicata,DD,DD
Nectandra venulosa,DD,NA
Nectandra warmingii,LC,NT
Nectandra weddellii,DD,NA
Neea verticillata,LC,NA
Nematanthus crassifolius,LC,NA
Nematanthus fornix,LC,NA
Nematanthus hirtellus,NT,NA
Nematanthus lanceolatus,LC,NA
Nematanthus mirabilis,DD,NA
Nematanthus monanthos,EN,NA
Nematanthus pycnophyllus,EN,NA
Nematanthus sericeus,NT,NA
Nematanthus serpens,EN,NA
Nematanthus strigillosus,NT,NA
Nematanthus tessmannii,LC,NA
Neocabreria malachophylla,VU,NA
Neocalyptrocalyx eichleriana,DD,NA
Neogardneria murrayana,EN,NA
Neomarica glauca,NT,NA
Neomarica humilis,LC,NA
Neomarica itatiaica,CR,NA
Neomarica longifolia,DD,NT
Neomarica northiana,EN,NA
Neomarica sabinii,LC,NA
Neomarica silvestris,NT,NA
Neomitranthes amblymitra,EN,VU
Neomitranthes capivariensis,DD,NA
Neomitranthes cordifolia,EN,VU
Neomitranthes gemballae,LC,NA
Neomitranthes glomerata,LC,NA
Neomitranthes gracilis,EN,EN
Neomitranthes langsdorffii,EN,EN
Neomitranthes obscura,LC,NA
Neomitranthes obtusa,EN,EN
Neomitranthes pedicellata,EN,EN
Neomitranthes pereireana,VU,NA
Neomitranthes regeliana,DD,NA
Neomitranthes riedeliana,CR,NA
Neoraputia micrantha,DD,NA
Neoraputia trifoliata,NT,NA
Neoregelia abendrothae,EN,NA
Neoregelia angustibracteolata,CR,NA
Neoregelia bahiana,LC,NA
Neoregelia binotii,DD,NA
Neoregelia bragarum,EN,NA
Neoregelia brownii,CR,NA
Neoregelia burle-marxii,LC,NA
Neoregelia camorimiana,DD,NA
Neoregelia capixaba,DD,NA
Neoregelia carinata,DD,NA
Neoregelia coimbrae,EN,NA
Neoregelia compacta,NT,NA
Neoregelia coriacea,EN,NA
Neoregelia correia-araujoi,DD,NA
Neoregelia cruenta,LC,NA
Neoregelia desenganensis,DD,NA
Neoregelia doeringiana,DD,NA
Neoregelia eltoniana,EN,NA
Neoregelia fluminensis,DD,NA
Neoregelia fosteriana,CR,NA
Neoregelia gavionensis,DD,NA
Neoregelia guttata,DD,NA
Neoregelia hoehneana,EN,NA
Neoregelia ilhana,DD,NA
Neoregelia indecora,EN,NA
Neoregelia inexspectata,EN,NA
Neoregelia kuhlmannii,DD,NA
Neoregelia lactea,CR,NA
Neoregelia leprosa,VU,NA
Neoregelia leucophoea,EN,NA
Neoregelia lilliputiana,DD,NA
Neoregelia longipedicellata,CR,NA
Neoregelia macahensis,EN,NA
Neoregelia macwilliamsii,DD,NA
Neoregelia martinellii,DD,NA
Neoregelia menescalii,EN,NA
Neoregelia nevaresii,DD,NA
Neoregelia oligantha,VU,NA
Neoregelia paratiensis,DD,NA
Neoregelia pascoaliana,NT,NA
Neoregelia paulistana,EN,NA
Neoregelia pernambucana,EN,NA
Neoregelia petropolitana,EN,NA
Neoregelia roethii,CR,NA
Neoregelia rubrovittata,DD,NA
Neoregelia ruschii,EN,NA
Neoregelia sanguinea,EN,NA
Neoregelia sapiatibensis,EN,NA
Neoregelia sarmentosa,LC,NA
Neoregelia tenebrosa,EN,NA
Neoregelia uleana,DD,NA
Neoregelia watersiana,DD,NA
Neoregelia zaslawskyi,DD,NA
Neoregelia zonata,DD,NA
Nephradenia filipes,CR,NA
Neptunia pubescens,VU,NA
Nicotiana mutabilis,VU,NA
Nidularium altimontanum,CR,NA
Nidularium amazonicum,LC,NA
Nidularium angustifolium,EN,NA
Nidularium apiculatum,VU,NA
Nidularium atalaiaense,EN,EN
Nidularium azureum,EN,NA
Nidularium bocainense,EN,NA
Nidularium corallinum,EN,NA
Nidularium ferrugineum,CR,NA
Nidularium fradense,EN,NA
Nidularium fulgens,VU,NA
Nidularium innocentii,LC,NA
Nidularium itatiaiae,EN,EN
Nidularium jonesianum,EN,NA
Nidularium kautskyanum,EN,NA
Nidularium mangaratibense,CR,CR
Nidularium marigoi,NT,NA
Nidularium minutum,VU,NA
Nidularium organense,DD,EN
Nidularium rosulatum,VU,VU
Nidularium serratum,VU,NA
Nidularium utriculosum,CR,VU
Nidularium viridipetalum,EN,NA
Niedenzuella poeppigiana,LC,NA
Nierembergia pinifolia,CR,NA
Noteroclada confluens,LC,NA
Nothochilus coccineus,EN,NA
Noticastrum hatschbachii,EN,NA
Noticastrum malmei,EN,NA
Noticastrum psammophilum,EN,NA
Notothylas breutelii,LC,NA
Notylia microchila,EN,NA
Nycticalanthus speciosus,CR,CR
Ocimum nudicaule,LC,NA
Ocimum ovatum,LC,NA
Ocotea abbreviata,DD,NA
Ocotea aciphylla,NT,NA
Ocotea adamantina,EN,NA
Ocotea albescens,DD,NA
Ocotea arenicola,VU,NA
Ocotea argentea,LC,NA
Ocotea barbellata,DD,NA
Ocotea basicordatifolia,EN,EN
Ocotea beulahiae,VU,EN
Ocotea beyrichii,VU,VU
Ocotea bicolor,LC,NA
Ocotea bragai,EN,EN
Ocotea caesia,DD,NA
Ocotea calliscypha,EN,NA
Ocotea cantareirae,CR,NA
Ocotea catharinensis,VU,NA
Ocotea ciliata,EN,NA
Ocotea confertiflora,NT,VU
Ocotea cryptocarpa,EN,EN
Ocotea curucutuensis,NT,NT
Ocotea cymbarum,NT,NA
Ocotea daphnifolia,LC,NA
Ocotea deflexa,LC,NA
Ocotea domatiata,EN,NA
Ocotea douradensis,EN,NA
Ocotea estrellensis,EN,NA
Ocotea felix,EN,EN
Ocotea fragrantissima,EN,NA
Ocotea frondosa,LC,NT
Ocotea grandifructa,CR,NA
Ocotea hypoglauca,CR,NA
Ocotea inhauba,DD,NA
Ocotea insignis,LC,NA
Ocotea kostermanniana,EN,NA
Ocotea lancifolia,LC,NA
Ocotea langsdorffii,NT,NA
Ocotea laxa,LC,NA
Ocotea leucophloea,DD,NA
Ocotea ligulata,DD,NA
Ocotea lobbii,LC,NA
Ocotea marcescens,EN,NA
Ocotea marumbiensis,EN,NA
Ocotea microbotrys,LC,NA
Ocotea minarum,LC,NA
Ocotea minor,LC,NA
Ocotea montana,LC,NA
Ocotea mosenii,VU,NA
Ocotea nectandrifolia,LC,NA
Ocotea nigrescens,LC,NA
Ocotea nunesiana,LC,NA
Ocotea obliqua,LC,NA
Ocotea odorata,EN,NA
Ocotea odorifera,EN,NA
Ocotea paranaensis,EN,NA
Ocotea percoriacea,LC,NA
Ocotea pluridomatiata,EN,NA
Ocotea polyantha,LC,NT
Ocotea pomaderroides,LC,NA
Ocotea porosa,EN,NA
Ocotea prolifera,LC,NA
Ocotea puberula,NT,NA
Ocotea pulchella,LC,NA
Ocotea ramosissima,EN,NA
Ocotea rohweri,EN,NA
Ocotea sassafras,NT,NA
Ocotea schwackeana,EN,NA
Ocotea serrana,EN,EN
Ocotea silvae,DD,NA
Ocotea silvestris,LC,NA
Ocotea sinaiana,DD,NA
Ocotea sperata,CR,NA
Ocotea spixiana,LC,NA
Ocotea sulcata,EN,NA
Ocotea tabacifolia,EN,NA
Ocotea tenuiflora,LC,NA
Ocotea tristis,LC,NA
Ocotea vaccinioides,LC,NA
Ocotea velloziana,LC,NA
Ocotea villosa,LC,NA
Octomeria aetheoantha,DD,NA
Octomeria alexandri,EN,NA
Octomeria cariocana,DD,NA
Octomeria chamaeleptotes,VU,NA
Octomeria cochlearis,EN,NA
Octomeria decumbens,DD,NA
Octomeria diaphana,LC,NA
Octomeria estrellensis,NT,NA
Octomeria fimbriata,VU,NA
Octomeria geraensis,VU,NA
Octomeria hatschbachii,VU,NA
Octomeria helvola,DD,NA
Octomeria hoehnei,EN,NA
Octomeria itatiaiae,DD,NA
Octomeria lichenicola,EN,NA
Octomeria minuta,DD,NA
Octomeria multiflora,DD,NA
Octomeria praestans,NT,NA
Octomeria pumila,DD,NA
Octomeria rodeiensis,EN,NA
Octomeria rodriguesii,EN,NA
Octomeria rotundiglossa,LC,NA
Octomeria sancti-angeli,NT,NA
Octomeria sarcophylla,DD,NA
Octomeria truncicola,VU,NA
Octomeria warmingii,LC,NA
Octomeria wawrae,EN,NA
Octomeria wilsoniana,CR,NA
Odontocarya vitis,LC,NA
Odontonema dissitiflorum,EN,NA
Oleandra articulata,LC,NA
Olyra fasciculata,LC,NA
Olyra latispicula,CR,NA
Omphalea brasiliensis,LC,NA
Oocephalus piranii,EN,NA
Operculina alata,LC,NA
Operculina macrocarpa,LC,NA
Ophiochloa bryoides,CR,NA
Ophiochloa hydrolithica,CR,NA
Ophioglossum palmatum,LC,NA
Ophryosporus freyreysii,LC,NA
Ophryosporus organensis,CR,NA
Ophthalmoblapton crassipes,DD,NA
Ophthalmoblapton macrophyllum,EN,NA
Ophthalmoblapton pedunculare,VU,NA
Opuntia monacantha,LC,NA
Oreopanax capitatus,LC,NA
Oreopanax fulvus,LC,NA
Ormosia altimontana,EN,NA
Ormosia arborea,LC,NA
Ormosia excelsa,LC,NA
Ormosia fastigiata,LC,NA
Ormosia friburgensis,LC,NA
Ormosia froesii,DD,NA
Ormosia lewisii,EN,NA
Ormosia limae,EN,NA
Ormosia minor,VU,NA
Ormosia nitida,NT,NA
Ormosia ruddiana,EN,NA
Ormosia timboensis,CR,NA
Ormosia vicosana,LC,NA
Ornithocephalus myrticola,LC,NA
Ornithophora radicans,LC,NA
Orthophytum amoenum,EN,NA
Orthophytum duartei,EN,NA
Orthophytum estevesii,DD,NA
Orthophytum foliosum,VU,NA
Orthophytum fosterianum,EN,NA
Orthophytum grossiorum,EN,NA
Orthophytum humile,CR,NA
Orthophytum magalhaesii,EN,NA
Orthophytum zanonii,CR,NA
Orthosia arenosa,EN,NA
Orthosia itatiaiensis,LC,NA
Orthosia umbrosa,DD,NA
Oryctina eubrachioides,EN,NA
Ossaea loligomorpha,CR,NA
Ossaea suprabasalis,EN,NA
Ossaea warmingiana,VU,NA
Otachyrium piligerum,EN,NA
Ottelia brasiliensis,NT,NA
Ottonia sampaioi,DD,NA
Ouratea acicularis,EN,NA
Ouratea campos-portoi,EN,DD
Ouratea cauliflora,VU,NA
Ouratea chrysopetala,VU,NA
Ouratea conduplicata,EN,NA
Ouratea cuspidata,LC,NA
Ouratea glaucescens,LC,NA
Ouratea grandifolia,EN,NA
Ouratea hatschbachii,EN,NA
Ouratea javariensis,DD,NA
Ouratea miersii,EN,NA
Ouratea ovalis,LC,NA
Ouratea pendulosepala,LC,NA
Ouratea polita,DD,NA
Ouratea pycnostachys,EN,NA
Ouratea sellowii,LC,NA
Ouratea spectabilis,LC,NA
Ouratea stipulata,NT,NA
Ouratea vaccinioides,LC,NA
Ouratea verruculosa,DD,NA
Ouratea xerophila,VU,NA
Oxalis arachnoidea,CR,NA
Oxalis areolata,DD,NA
Oxalis bela-vitoriae,CR,NA
Oxalis blackii,CR,NA
Oxalis clausenii,CR,NA
Oxalis cratensis,LC,NA
Oxalis cytisoides,LC,NA
Oxalis diamantinae,CR,NA
Oxalis doceana,CR,NA
Oxalis hedysarifolia,LC,NA
Oxalis hyalotricha,EN,NA
Oxalis impatiens,EN,NA
Oxalis kuhlmannii,CR,NA
Oxalis mandioccana,VU,NA
Oxalis neuwiedii,LC,NA
Oxalis niederleinii,LC,NA
Oxalis paranaensis,CR,NA
Oxalis praetexta,EN,NA
Oxalis pretoensis,DD,NA
Oxalis rhombeo-ovata,LC,NA
Oxalis sellowii,NT,NA
Oxalis umbraticola,LC,NA
Oxalis veadeirosensis,DD,NA
Oxandra martiana,LC,NA
Oxandra reticulata,LC,NA
Oxandra unibracteata,CR,NA
Oxypetalum arnnotianum,NT,NA
Oxypetalum capitatum,LC,NA
Oxypetalum confusum,LC,NA
Oxypetalum costae,CR,NA
Oxypetalum dusenii,EN,NA
Oxypetalum ekblomii,EN,NA
Oxypetalum glaziovii,EN,NA
Oxypetalum habrogynum,CR,NA
Oxypetalum helios,EN,NA
Oxypetalum leonii,EN,NA
Oxypetalum lineare,LC,NA
Oxypetalum lutescens,DD,NA
Oxypetalum mexiae,CR,NA
Oxypetalum pardense,DD,NA
Oxypetalum regnellii,NT,NA
Oxypetalum schottii,EN,NA
Oxypetalum strictum,LC,NA
Oxypetalum warmingii,LC,NA
Pabstia jugosa,EN,NA
Pabstia placanthera,DD,NA
Pabstia schunkiana,CR,NA
Pabstiella calcarata,VU,NA
Pabstiella crassicaulis,DD,NA
Pabstiella curti-bradei,VU,NA
Pabstiella dracula,VU,NA
Pabstiella elegantula,DD,NA
Pabstiella gracilicaulis,VU,NA
Pabstiella pantherina,DD,NA
Pabstiella purpurea,DD,NA
Pabstiella spathuliglossa,DD,NA
Pabstiella tabacina,DD,NA
Pachira calophylla,EN,NA
Pachira endecaphylla,LC,NA
Pachira faroensis,NT,NA
Pachira moreirae,CR,NA
Pachira retusa,LC,NA
Pachira tocantina,EN,NA
Paepalanthus albidus,VU,NA
Paepalanthus albo-tomentosus,VU,NA
Paepalanthus almasensis,EN,NA
Paepalanthus anamariae,DD,NA
Paepalanthus aquaticus,VU,NA
Paepalanthus argenteus,LC,NA
Paepalanthus argenteus var. elatus,DD,NA
Paepalanthus argyrotrychus,CR,NA
Paepalanthus ater,CR,NA
Paepalanthus aureus,VU,NA
Paepalanthus barbiger,VU,NA
Paepalanthus barbulatus,VU,NA
Paepalanthus bellus,DD,NA
Paepalanthus brachiatus,CR,NA
Paepalanthus capixaba,CR,NA
Paepalanthus catharinae var. hatschbachii,DD,NA
Paepalanthus cinereus,EN,NA
Paepalanthus complanatus,VU,NA
Paepalanthus contasensis,EN,NA
Paepalanthus cordatus,CR,NA
Paepalanthus crinitus,DD,NA
Paepalanthus digitiformis,DD,NA
Paepalanthus echinoides,EN,NA
Paepalanthus erigeron,VU,NA
Paepalanthus extremensis,DD,NA
Paepalanthus farinaceus,CR,NA
Paepalanthus flexuosus,CR,NA
Paepalanthus garimpensis,DD,NA
Paepalanthus globulifer,EN,NA
Paepalanthus grao-mogolensis,DD,NA
Paepalanthus harleyi,EN,NA
Paepalanthus homomallus,EN,EN
Paepalanthus hydra,EN,NA
Paepalanthus inopinatus,EN,NA
Paepalanthus langsdorffii,DD,NA
Paepalanthus lepidus,DD,NA
Paepalanthus longiciliatus,CR,NA
Paepalanthus luetzelburgii,EN,NA
Paepalanthus macaheesis,EN,NA
Paepalanthus macer,CR,NA
Paepalanthus obtusifolius,LC,NA
Paepalanthus ovatus,EN,NA
Paepalanthus polygonus,EN,NA
Paepalanthus pulvinatus,VU,NA
Paepalanthus revolutus,EN,NA
Paepalanthus rhizomatosus,DD,NA
Paepalanthus rupestris,EN,NA
Paepalanthus scytophyllus,DD,NA
Paepalanthus senaeanus,VU,NA
Paepalanthus septentrionalis,LC,NA
Paepalanthus stannardii,VU,NA
Paepalanthus stellatus,VU,NA
Paepalanthus stuetzelii,EN,NA
Paepalanthus superbus,EN,NA
Paepalanthus uncinatus,DD,NA
Paepalanthus urbanianus,VU,NT
Paepalanthus velutiphyllus,EN,NA
Paepalanthus xiphophyllus,DD,NA
Pagamea guianensis,LC,NA
Pagamea harleyi,VU,VU
Paliavana plumerioides,EN,NA
Paliavana tenuiflora,LC,NA
Paliavana werdermannii,VU,NA
Palicourea apiculata,DD,NA
Palicourea brasiliensis,DD,NA
Palicourea fissistipula,DD,NA
Palicourea forsteronioides,DD,NA
Palicourea fulgens,VU,NA
Palicourea grandifolia,LC,NA
Palicourea irwinii,DD,NA
Palicourea lasiantha,LC,NA
Palicourea longistipulata,LC,NA
Palicourea malaneoides,DD,NA
Palicourea tetraphylla,LC,NA
Palicourea veterinariorum,LC,NA
Pallavicinia lyellii,LC,NA
Panicum brachystachyum,CR,NA
Panicum condensatum,LC,NA
Panicum ephemeroides,DD,NA
Panicum gouinii,LC,NA
Panicum hylaeicum,LC,NA
Panicum noterophilum,EN,NA
Panicum nutabundum,DD,NA
Panicum pedersenii,LC,NA
Panopsis multiflora,EN,EN
Panopsis rubescens,LC,NA
Panphalea araucariophila,EN,NA
Panphalea cardaminifolia,EN,NA
Panphalea maxima,CR,NA
Panphalea ramboi,CR,NA
Panphalea smithii,EN,NA
Panurea bowdichioides,DD,NA
Paracromastigum dusenii,EN,NA
Paradrypetes ilicifolia,NT,NT
Parahancornia amara,DD,NA
Paraia bracteata,LC,NA
Paralychnophora atkinsiae,CR,EN
Paralychnophora bicolor,VU,EN
Paralychnophora glaziouana,LC,NA
Paralychnophora harleyi,VU,VU
Paralychnophora patriciana,EN,EN
Paralychnophora reflexoauriculata,NT,NT
Paralychnophora santosii,VU,NA
Paramachaerium krukovii,CR,NA
Parapiptadenia ilheusana,CR,NA
Parapiptadenia pterosperma,LC,NA
Parasenegalia santosii,LC,NA
Paratecoma peroba,EN,EN
Pariana carvalhoi,CR,NA
Parinari alvimii,EN,NA
Parinari brasiliensis,LC,EN
Parinari littoralis,EN,NA
Parinari pohlii,EN,NA
Parkia bahiae,EN,NA
Parkia cachimboensis,LC,NA
Parkia lutea,DD,NA
Parkia paraensis,NT,NA
Parkia platycephala,LC,NA
Parodia alacriportana,DD,NA
Parodia arnostiana,DD,NA
Parodia buiningii,DD,NA
Parodia concinna,EN,NA
Parodia crassigibba,EN,NA
Parodia erinacea,EN,NA
Parodia haselbergii,DD,NA
Parodia haselbergii subsp. graessneri,DD,NA
Parodia herteri,DD,NA
Parodia horstii,DD,NA
Parodia leninghausii,DD,NA
Parodia linkii,LC,NA
Parodia magnifica,DD,NA
Parodia mammulosa,EN,NA
Parodia neohorstii,DD,NA
Parodia ottonis,LC,NA
Parodia oxycostata,VU,NA
Parodia rechensis,CR,NA
Parodia schumanniana,DD,NA
Parodia scopa,EN,NA
Paronychia fasciculata,CR,NA
Paspalum biaristatum,CR,NA
Paspalum brachytrichum,NT,NA
Paspalum burmanii,DD,NA
Paspalum cachimboense,DD,NA
Paspalum filgueirasii,DD,NA
Paspalum longiaristatum,VU,NA
Paspalum petrense,EN,NA
Paspalum vallsii,DD,NA
Passiflora actinia,LC,NA
Passiflora amethystina,LC,NA
Passiflora bernaccii,DD,NA
Passiflora campanulata,LC,NA
Passiflora edulis,LC,NA
Passiflora eichleriana,LC,NA
Passiflora elegans,NT,NA
Passiflora farneyi,VU,NA
Passiflora hatschbachii,EN,NA
Passiflora hypoglauca,EN,NA
Passiflora imbeana,EN,EN
Passiflora ischnoclada,CR,NA
Passiflora lorenziana,LC,NA
Passiflora malacophylla,LC,NA
Passiflora margaritae,EN,NA
Passiflora miersii,LC,NA
Passiflora mucugeana,EN,NA
Passiflora organensis,LC,NA
Passiflora racemosa,LC,NA
Passiflora saccoi,DD,NA
Passiflora setulosa,EN,NA
Passiflora tricuspis,LC,NA
Passiflora urubiciensis,EN,NA
Paullinia marginata,EN,EN
Paullinia racemosa,LC,NA
Paullinia riodocensis,VU,NA
Paullinia uloptera,LC,NA
Pausandra morisiana,LC,NA
Pavonia almasana,EN,NA
Pavonia alnifolia,DD,NA
Pavonia biflora,LC,NA
Pavonia calyculosa,LC,NA
Pavonia ciliata,CR,NA
Pavonia crassipedicellata,EN,NA
Pavonia crispa,CR,NA
Pavonia distinguenda,LC,NA
Pavonia ducke-limae,CR,NA
Pavonia garckeana,LC,NA
Pavonia goetheoides,EN,NA
Pavonia grazielae,VU,NA
Pavonia hastata,LC,NA
Pavonia hatschbachii,EN,NA
Pavonia hexaphylla,LC,NA
Pavonia kleinii,DD,NA
Pavonia lanata,LC,NA
Pavonia morii,EN,NA
Pavonia multiflora,LC,NA
Pavonia paucidentata,DD,NA
Pavonia reticulata,LC,NA
Pavonia sancti,CR,NA
Pavonia semiserrata,EN,NA
Pavonia spectabilis,CR,NA
Pavonia spiciformis,EN,NA
Pavonia tricalycaris,DD,NA
Pecluma hoehnii,CR,NA
Pecluma imbeana,DD,CR
Pecluma insularis,CR,NA
Pecluma truncorum,LC,NA
Peixotoa adenopoda,EN,NA
Peixotoa anadenanthera,CR,NA
Peixotoa andersonii,CR,NA
Peixotoa axillaris,CR,NA
Peixotoa bahiana,CR,NA
Peixotoa barnebyi,EN,NA
Peixotoa catarinensis,EN,NA
Peixotoa cipoana,EN,NA
Peixotoa gardneri,DD,NA
Peixotoa glabra,LC,NA
Peixotoa irwinii,CR,NA
Peixotoa jussieuana,LC,NA
Peixotoa octoflora,DD,NA
Peixotoa psilophylla,VU,NA
Pelexia laxa,DD,NA
Pelexia longibracteata,DD,NA
Pelexia luetzelburgii,DD,NA
Pelexia mouraei,DD,NA
Pelexia oestrifera,LC,NA
Pelexia orthosepala,LC,NA
Pellaea cymbiformis,EN,NA
Pellaea gleichenioides,EN,NA
Peltogyne angustiflora,NT,NA
Peltogyne campestris,LC,NA
Peltogyne catingae,LC,NA
Peltogyne chrysopis,EN,NA
Peltogyne confertiflora,LC,NA
Peltogyne discolor,VU,NA
Peltogyne excelsa,VU,NA
Peltogyne gracilipes,EN,NA
Peltogyne maranhensis,VU,NA
