"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"1172","2021-02-04 10:29:46-03","UFRPE","HST","19916","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.M.Miranda; R.Barros et V.Silva","2013","07","11",NA,"Brasil",NA,NA,"Cespitosa; segmentos vegetativos e reprodutivos esverdeados.","HST019916",NA,NA,"P.Beauv.","C.Silva","6580","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,NA,NA,NA,"2014","04","47329","auto",NA,NA,NA,NA,NA,NA,NA
"1173","2021-02-04 10:29:46-03","UFRPE","HST","13811","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.M.Miranda; L.P.Félix, J.Semir et R.Pereira","1998","06","11",NA,"Brasil",NA,NA,"Erva cespitosa, segmentos vegetativos verdes; inflorescência amarronzada.","HST013811",NA,NA,"P.Beauv.","T.Filgueras","2978","Pernambuco","Bonito",NA,"-35.7285995483398","-8.47027969360352",NA,NA,NA,NA,NA,NA,"2006","11","20932","auto",NA,NA,"27",NA,NA,NA,NA
"1174","2021-02-04 10:29:46-03","UFRPE","HST","7028","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.M.Miranda; et L.P.Félix","1994","04","21",NA,"Brasil",NA,NA,"Cespitosa; haste arroxeada; inflorescência amarelada. Em densas formações.","HST007028",NA,NA,"P.Beauv.","K.M.Pimenta","1662","Pernambuco","Bonito",NA,"-35.7285995483398","-8.47027969360352",NA,NA,NA,NA,NA,NA,"2012","03","20932","auto",NA,NA,"08",NA,NA,NA,NA
"1175","2021-03-01 11:50:41-03","UFPE","UFP","73506","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Maciel, JR; Delgado, GC; Costa-Lima, JL; Nogueira, MG; Pinangé, D; et al.","2012","12","08",NA,"Brasil",NA,NA,"Erva ereta. Lâminas foliares em ângulo reto. Inflorescência dourada, eventualmente alva.; Terreno arenoso e afloramentos rochosos.","UFP073506",NA,NA,"P. Beauv.",NA,"1679","Bahia","Mucuge",NA,"-41.369167","-13.020556",NA,"930","930",NA,"-41.369167","-13.020556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","2021-03-01 11:50:41-03","UFPE","UFP","73799","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Maciel, JR; Amorim, BS; Lourenço, R; Pessoa, EM","2012","01","10",NA,"Brasil",NA,NA,"Erva ereta. Inflorescência dourada. Frequente no afloramento.","UFP073799",NA,NA,"P. Beauv.",NA,"1624","Pernambuco","Bonito",NA,"-35.667222","-8.496667",NA,NA,NA,NA,"-35.667222","-8.496667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","2021-03-01 11:50:41-03","UFPE","UFP","61840","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Maciel, JR; Alves, M; Lucena, MFA; Amorim, B; Córdula, E","2006","07","21",NA,"Brasil",NA,NA,"Cespitosa, colmos eretos.; Cespitosa, colmos eretos.; Restinga","UFP061840",NA,NA,"P. Beauv.","Maciel, JR","262","Sergipe","Itabaiana",NA,"-37.333333","-10.75",NA,NA,NA,NA,"-37.333333","-10.75","2007","09",NA,NA,NA,NA,"17",NA,NA,NA,NA
"1178","2021-03-01 11:50:41-03","UFPE","UFP","228","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Lima, A","1953","05","11",NA,"Brasil",NA,NA,"Erva, compõe quase a totalidade do manto herbáceo da serra.; Erva, compõe quase a totalidade do manto herbáceo da serra.","UFP000228",NA,NA,"P. Beauv.","Delfini, C","UFP1551","Pará","Monte Alegre",NA,"-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,NA,NA,"2017","01","279177","auto",NA,NA,NA,NA,NA,NA,NA
"1179","2021-03-01 11:50:41-03","UFPE","UFP","79230","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Maciel, JR; Pessoa, E; Louzada, R","2014","07","16",NA,"Brasil",NA,NA,"Erva ereta.Tricomas dourados.","UFP079230",NA,NA,"P. Beauv.",NA,"1962","Pernambuco","Brejo da Madre de Deus",NA,"-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,NA,NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA
"1180","2021-03-01 11:50:41-03","UFPE","UFP","61134","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Costa, SM; Nascimento-Junior, JE; Amaral, L",NA,NA,NA,NA,"Brasil",NA,NA,NA,"UFP061134",NA,NA,"P. Beauv.",NA,"314","Sergipe","Areia Branca",NA,"-37.315299987793","-10.7578001022339",NA,NA,NA,NA,NA,NA,NA,NA,"11840","auto",NA,NA,NA,NA,NA,NA,NA
"1181","2020-09-12 05:00:02-03","US","US","1447088","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A. J. de Sampaio","1928","12","12","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","5873","Pará",NA,"Serra de Tumuc-Humac via Río Cuminá. Pará: Serra Tumac Humac: Pico Ricardo Franco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1182","2020-09-12 05:00:02-03","US","US","3073741","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Davidse & O. Huber","1978","4","13","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Davidse, G.","14910","Amazonas","Atures","Puerto Ayacucho, 8 km S of, Estación de Piscicultura de Puerto Ayacucho, Río Orinoco","-67.61","5.6",NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1183","2020-09-12 05:00:02-03","US","US","1866875","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. R. Swallen","1944","3","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","7015","Pará",NA,"Amapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1184","2020-09-12 05:00:02-03","US","US","2303265","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. M. Pires & N. T. Silva","1952","6","6","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","4197","Pará",NA,"Cachoeira do Río Aruâ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1185","2020-09-12 05:00:02-03","US","US","3685090","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","P. Edwards","1988","8","8","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Xanthos, M. D.",NA,NA,"East Berbice - Corentyne","ca. 5 km W of Orealla and the Corentyne River",NA,NA,NA,"10",NA,NA,"57 20 W","5 11 N",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1186","2020-09-12 05:00:02-03","US","US","1866892","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. R. Swallen","1944","3","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","7028","Pará",NA,"Amapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1187","2020-09-12 05:00:02-03","US","US","1866225","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. T. Baldwin","1944","6","3","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","4049","Amapá",NA,"Amapá","-55.18","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1188","2020-09-12 05:00:02-03","US","US","3209102","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. F. M. Valls, S. Mochiutti, P. Meier Elles & B. V. Rabelo","1988","5","5","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","11637","Amapá",NA,"Macapá; Campo experimental do cerrado - KM 45 da Rodovia Br-156 (Trecho Macapa - Ferreira Gomes)","-51.03","-0.4",NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1189","2020-09-12 05:00:02-03","US","US","2927274","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","L. Coradin & M. Cordeiro","1977","10","20","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","837","Roraima",NA,"Northeastern Roraima ca. 110 km NE of Boa Vista, 14 km SW of Bonfim, by unnamed lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1190","2020-09-12 05:00:02-03","US","US","2432229","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. Donselaar, W. Van Donselaar & T. Bokkel Huinink","1959","3","26","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","665",NA,NA,"Savanne Mimilie Okilie ten n.o. van Powakka; in kaufoetoezone","-55.08","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1191","2020-09-12 05:00:02-03","US","US","1039243","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. S. Jenman",NA,NA,NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","143",NA,NA,"Yawakuri Savanna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1192","2020-09-12 05:00:02-03","US","US","3599545","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Cremers","1997","1","25","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Cremers, G.","14585",NA,NA,"Savane Renner, Region littorale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1193","2020-09-12 05:00:02-03","US","US","3265550","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Cremers & M. Bastos","1992","3","25","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Judziewicz, E. J.","12859",NA,NA,"Savane Matiti","-52.61","5.08",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1194","2020-09-12 05:00:02-03","US","US","2303301","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. A. Black & Klein, --","1954","10","23","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","54 17186",NA,NA,"Môrro de Pariacabo","-52.7","5.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1195","2020-09-12 05:00:02-03","US","US","3214388","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","M. Hoff","1989","12","11","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Judziewicz, E. J.","6151",NA,NA,"Marecages du Matiti","-52.63","5.11",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1196","2020-09-12 05:00:02-03","US","US","1866881","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. R. Swallen","1944","3","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","7023","Pará",NA,"Amapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1197","2020-09-12 05:00:02-03","US","US","2927240","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","L. Coradin & M. Cordeiro","1977","11","9","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","1035","Roraima",NA,"Caracarí, vic. of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1198","2020-09-12 05:00:02-03","US","US","1914805","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","F. Cardona Puig","1947","10",NA,"South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","2226","Bolívar",NA,"Gran Sabana, camino al Cerro Upuima",NA,NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1199","2020-09-12 05:00:02-03","US","US","2543669","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. M. Pires & P. B. Cavalcante","1962","7","10","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","52077","Amapá",NA,"Road to Amapa, vic. Km 48, coastal region","-51.08","0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1200","2020-09-12 05:00:02-03","US","US","1866864","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. R. Swallen","1944","3","4","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","6999","Pará",NA,"Amapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1201","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A. Leclerc",NA,NA,NA,"South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.",NA,"O- 136",NA,NA,"Savane de Sinnamary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1202","2020-09-12 05:00:02-03","US","US","1869543","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. A. Steyermark","1944","8","21","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Davidse, G.","57769","Amazonas",NA,"Esmeralda Savanna, between Esmeralda and Esmeralda Ridge, near Orinoco R.","-65.55","3.16",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1203","2020-09-12 05:00:02-03","US","US","950481","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. G. Kuhlmann","1913",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","3353","Amazonas",NA,"Río Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1204","2020-09-12 05:00:02-03","US","US","2305565","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","F. M. R. Leprieur","1840",NA,NA,"South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1205","2020-09-12 05:00:02-03","US","US","3412522","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. Hoock","1961","3","29","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Giraldo-Cañas, D. A.","548","Amapá",NA,"Macopa, 6 km de Porto Santana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1206","2020-09-12 05:00:02-03","US","US","2432228","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. Donselaar","1959","1","23","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Gomez Martinez, R.","552","Saramacca",NA,"Coesewijne Savanna","-55.58","5.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1207","2020-09-12 05:00:02-03","US","US","3359636","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","S. R. Hill, C. N. Horn & J. H. Wiersema","1995","8","19","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Davidse, G.","27277","U. Takutu-U. Essequibo",NA,"Dadanawa, southern Rupununi Savanna, E side of Rupununi R.","-59.41","2.83",NA,"110","120",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1208","2020-09-12 05:00:02-03","US","US","3393659","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","M. J. Jansen-Jacobs, B. Welle, C. G. Gustafsson, V. James & R. Andrew","1995","6","13","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Davidse, G.","4048","U. Takutu-U. Essequibo",NA,"Mountain Point","-59.65","2.96",NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1209","2020-09-12 05:00:02-03","US","US","3307736","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","B. Hoffman","1993","2","12","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Judziewicz, E. J.","3723","U. Takutu-U. Essequibo",NA,"NW Kanuku Mountains; 12 km ESE of Nappi village in foothills","-59.4833","3.38333",NA,"170",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1210","2020-09-12 05:00:02-03","US","US","2898317","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","R. Goodland","1963","10","15","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.",NA,"1313","U. Takutu-U. Essequibo",NA,"Rupununi Northern Savanna, Lake Amucu, 3 mi W of Yupukari","-59.35","3.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1211","2020-09-12 05:00:02-03","US","US","3412523","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. Hoock","1961","4","6","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Cyperales","P. Beauv.","Giraldo-Cañas, D. A.","577","Pará",NA,"Belem, Route de Vigia","-48.48","-1.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1212","2020-09-12 05:00:02-03","US","US","3131005","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G. Cremers","1986","12","27","South America - Neotropics","French Guiana",NA,NA,NA,"US00288925",NA,"Cyperales","P. Beauv.",NA,"9571",NA,NA,"Corossony savanna, pk 111 de La route Cayenne-St. Laurent.","-53.0586","5.40627",NA,"5","5","Neotype",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1213","2020-09-12 05:00:02-03","US","US","1127313","PreservedSpecimen","Plantae","Poaceae","Axonopus","burchellii","Axonopus burchellii","W. J. Burchell",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00037422",NA,"Cyperales","G.A. Black",NA,"8661",NA,NA,"Porto.",NA,NA,"US00037422_01",NA,NA,"Type fragment",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1214","2020-09-12 05:00:02-03","US","US","929062","PreservedSpecimen","Plantae","Poaceae","Axonopus","burchellii","Axonopus burchellii","W. J. Burchell",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00037421",NA,"Cyperales","G.A. Black",NA,"8661","Goiás",NA,"Porto Real.",NA,NA,"US00037421_01",NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1215","2020-09-12 05:00:02-03","US","US","1539469","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens pulcher","J. Myers","1932",NA,NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Garafolo, B.","2952","Cuyuni-Mazaruni",NA,"Pakaraima Mts., Upper Ireng River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","pulcher",NA,NA,NA,"1",NA
"1216","2020-09-12 05:00:02-03","US","US","3272221","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","W. Hahn, H. Persaud & L. J. Gillespie","1989","3","11","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","5592 a","Potaro-Siparuni",NA,"Kato","-59.9167","4.66667",NA,"750",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1217","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","P. M. Peterson","1989","6","17","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","(Nees) Pilg.","Judziewicz, E. J.","07504",NA,NA,"U. Takutu-U. Esseguibo District, Dadanawa Ranch on the Rupununi River. 312,000 mN 220,000 mE.","-59.52","2.83",NA,"375",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1218","2020-09-12 05:00:02-03","US","US","3068686","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","B. Garofalo","1983","2","12","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","1164","Bolívar",NA,"Gran Sabana, Río Aponwao","-61.5","5.5",NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1219","2020-09-12 05:00:02-03","US","US","3159297","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","J. Hoock","1956","4","23","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","1263 c",NA,NA,"Zanderij I","-55.2","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1220","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","P. M. Peterson, D. Gopaul & L. J. Gillespie","1989","6","26","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","(Nees) Pilg.","Judziewicz, E. J.","07626",NA,NA,"Rupununi District, Kanuku Mountains, 11 miles northeast of Sand Creek.",NA,NA,NA,"850",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1221","2020-09-12 05:00:02-03","US","US","3125249","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","J. Boerboom","1961","7",NA,"South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","LBB 8783",NA,NA,"Auca; Mapane area","-55.03","5.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1222","2020-09-12 05:00:02-03","US","US","3159108","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","J. Hoock","1962","8","8","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","148",NA,NA,"Route d'Organabo, debut Savane Fléche","-53.38","5.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1223","2020-09-12 05:00:02-03","US","US","3159281","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","J. Hoock","1956","3","14","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","1256 b",NA,NA,"Zanderij I, Honoversavannah","-55.2","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1224","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","P. M. Peterson, D. Gopaul & L. J. Gillespie","1989","6","17","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","7518","U. Takutu-U. Essequibo",NA,"Dadanawa Ranch on the Rupununi River","-59.5167","2.83333",NA,"100","120",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1225","2020-09-12 05:00:02-03","US","US","3158985","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","J. Hoock","1956","8","11","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","1296 b","U. Takutu-U. Essequibo",NA,"Rupununi, Savane Mission Bonfino","-59.8","3.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"1226","2020-09-12 05:00:02-03","US","US","3159283","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","J. Hoock","1956","3","13","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","(Nees ex Trin.) Pilg.","Judziewicz, E. J.","1255 b",NA,NA,"Zanderij I, Boswezen","-55.2","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
