"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"1069","2012-03-18 05:12:00-03","MO","MOBOT","942742","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","R.C. Quevedo|E. Gutiérrez|Fabiana Mamani M.","Quevedo Sopepí 2592","1994","5","16","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento La Torre, con diferentes formaciones; desde pampas inundadas, islas de bosque, bosque alto de pie de monte y bosque semideciduo. Los cuales se ditribuyen en la pendiente de la meseta, con afloramiento de roca. La vegetación baja de 8 a 10 m, con algunas fajas o cejas de bosque alto y húmedo.","-60.81666","-13.65",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","2013-01-28 05:13:00-02","MO","MOBOT","943326","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","René Guillén V.","Guillén Villarroel 1264","1994","4","11","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Huanchaca, Los Fierros. En las laderas del camino a Los Fierros Moira.","-61.15","-14.5613889",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1071","2013-01-28 05:13:00-02","MO","MOBOT","969375","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","René Guillén V.|R. Choré","Guillén Villarroel 3584","1995","5","12","Bolivia","Santa Cruz","Velasco","Reserva Ecológica El Refugio; a 400 m al SW del campamento Toledo; Palmar de cusi; suelos franco arcillosos.","-61.15944","-14.71944",NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8"
"1072","2008-05-27 22:02:00-03","MO","MOBOT","977228","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Paul F. Foster|Nur Ritter|Juan Surubí|J. Guillén","Foster 269","1995","9","25","Bolivia","Santa Cruz","Velasco","Parcela Montecristo 1. 1.5 km al N del camino El Divisorio y el arroyo Montecristo. Bosque inundado estacional hasta 2 m.","-61.15916","-14.66416",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1073","2008-05-27 22:02:00-03","MO","MOBOT","977288","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Paul F. Foster|Nur Ritter|Juan Surubí|J. Guillén","Foster 297","1995","9","28","Bolivia","Santa Cruz","Velasco","Reserva Biológica El Refugio Parcela Montecristo 1. 1.5 km al N del camino El Divisorio y el arroyo Montecristo. Bosque inundado estacional hasta 2 m.","-61.15916","-14.66416",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"1074","2013-01-28 05:13:00-02","MO","MOBOT","978297","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","René Guillén V.|V. Choré","Guillén Villarroel 3650","1995","5","15","Bolivia","Santa Cruz","Velasco","Reserva Ecológica El Refugio, a 800 m al N del campamento Toledo sobre el camino hacia la comunidad de Florida. Bosque húmedo de altura. Suelos franco arenosos.","-61.17055","-14.69083",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"1075","2013-01-28 05:13:00-02","MO","MOBOT","978332","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","René Guillén V.|V. Choré","Guillén Villarroel 3662","1995","5","15","Bolivia","Santa Cruz","Velasco","Reserva Ecológica El Refugio, a 800 m al N del campamento Toledo sobre el camino hacia la comunidad de Florida. Bosque húmedo de altura. Suelos franco arenosos.","-61.17055","-14.69083",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"1076","2008-05-27 22:02:00-03","MO","MOBOT","979337","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Antony Jardim","Jardim 2540","1995","10","23","Bolivia","Pando","Manuripi","25 km al norte de Puerto América, entrando bosque alto con Bertholletia, varios Couratari, varios Aspidosperma, varios Parkia, Apuleia, Iriartea deltoidea, Chelyocarpus chuco.. Suelos oxisoles.","-67.94583","-11.60194",NA,NA,"211.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6"
"1077","2014-04-04 05:48:00-03","MO","MOBOT","985445","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","H. van der Werff|Rodolfo Vásquez","van der Werff 13874","1995","12","13","Peru","Loreto",NA,"Allpahuayo reserve of IIAP, ca. 30 km outside Iquitos along road Iquitos-Nauta.","-73.46416","-4.12472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"178","10"
"1078","2008-05-27 22:02:00-03","MO","MOBOT","996462","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Paul F. Foster|Pablo Solíz|Juan Surubí","Foster 372","1995","10","13","Bolivia","Santa Cruz","Velasco","Parcela Montecristo 2. Reserva Biológica El Refugio. 1 km al E del campamento La Toledo al borde del arroyo Montecristo. Bosque inundado hasta 1.5 m.","-61.1425","-14.70944",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"1079","2008-05-27 22:02:00-03","MO","MOBOT","996543","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Paul F. Foster|Pablo Solíz|Juan Surubí|A. Rodríguez O.","Foster 446","1995","10","23","Bolivia","Santa Cruz","Velasco","Parcela Montecristo 2. Reserva Biológica El Refugio. 1 km. al E. del Campamento La Toledo al borde del arroyo Montecristo. Bosque inundado hasta 1.5. m.","-61.1425","-14.70944",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1080","2010-01-05 17:54:00-02","MO","MOBOT","3334992","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Hemsl.","C. M. Taylor (MO)","Abel Monteagudo|Antonio Peña|Rolando Francis|H. Chamorro|L. Quicha|A. Pascual","Monteagudo Mendoza 9902","2005","9","18","Peru","Pasco","Oxapampa","Dist. Palcazú. Evaluación de los Recursos del Bosque 0.5ha. Reserva Comunal Yanesha. Comunidad Nativa San Pedro de Pichanaz, Sector Azulis","-75.10583","-10.44555",NA,NA,"910.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1081","2010-11-19 09:05:00-02","MO","MOBOT","100324778","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C.","de Lima, L.|R.S. Saraiva","de Lima 251","1992","1","16","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1, M586. Floresta primaria de terra firme.","-68.7481002807617","-11.0160999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"107952","auto",NA,NA,NA,"1"
"1082","2019-06-16 04:36:00-03","MO","MOBOT","536355","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C. M. Taylor (MO)","Carlos Aulestia|Milton Aulestia|M. Guanga","Aulestia 791","1992","11","22","Ecuador","Carchi",NA,"MALDONADO: Parroquia Tobar Donoso. Reserva Etnica Awá. Sabalera. Bosque húmedo Tropical.","-78.5333333","0.9166667",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-3","9"
"1083","2012-04-24 05:05:00-03","MO","MOBOT","3092858","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","Christian P.G.-A. Feuillet","Feuillet 3756","1986","4","10","French Guiana","Cayenne",NA,"Montagne de l'Inini-Bassin de I'Inini; Foret submontagnarde sur plateau","-53.5","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","2009-11-03 18:11:00-02","MO","MOBOT","3090754","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Luis Marcano-Berti","Marcano-Berti 208","1964","5","26","Venezuela","Delta Amacuro",NA,"Bosque Pluvial, Este de Río Grande. Este-Noreste de El Palmar, cerca de los límites del Estado bolívar.","-61.63333","8.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","2015-02-10 05:56:00-02","MO","MOBOT","3331908","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","R.N. Ledezma","Ledezma 982","2006","11","6","Bolivia","Beni","Itenez","Campamento móvil Cerro Azul ubicado a 30 km. de la comunidad de Tiquin. Bosque alto con aprovechamiento forestal. Presenta las especies como ser; Erisma uncinatum, Hymenaea courbaril y Ficus sp. entre las más importante","-62.5452777","-13.6436111",NA,NA,"697.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1086","2015-02-10 05:56:00-02","MO","MOBOT","3331779","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","R.N. Ledezma","Ledezma 874","2006","11","3","Bolivia","Beni","Itenez","Campamento móvil Cerro Azul ubicado a 30 km. de la comunidad de Tiquin. Bosque alto con aprovechamiento forestal. Presenta las especies como ser; Erisma uncinatum, Hymenaea courbaril y Ficus sp. entre las más importantes.","-62.54527","-13.64361",NA,NA,"697.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","2015-01-21 10:52:00-02","MO","MOBOT","100772168","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor (MO)","Luis Rea|et al.","Rea Romero 140","1992","5","21","Bolivia","Beni","Moxos","Parque Nacional Isiboro Sécure, comunidad de Oromomo, 3.5 km al SW, en la senda que va a la serranía.","-66.3666667","-15.85",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1088","2008-05-27 22:02:00-03","MO","MOBOT","3090780","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C M Taylor","Rodrigues","Rodrigues 8866","1970","5","5","Brazil","Amazonas",NA,"Reserva Florestal Ducke.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","2015-06-14 15:33:00-03","MO","MOBOT","3093740","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B Boom","E. Stijfhoorn","Stijfhoorn 678","1991","6","24","Bolivia","Beni","Vaca Diez","Chacobo village Alto Ivon; tropical wet forest; terra firme","-66.03333","-11.85",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","2008-08-07 03:32:00-03","MO","MOBOT","1437559","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","fide T. J. Killeen","Brian M. Boom","Boom 4158","1983","12","15","Bolivia","Beni","Vaca Diez","Vicinity of the Chácobo Village Alto Ivon. Tropical wet forest, terra firme. Secondary forest.","-66.03333","-11.75",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","2008-05-27 22:02:00-03","MO","MOBOT","3093964","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","Alan Perry","Perry 724","1992","3","13","Bolivia","Santa Cruz","Velasco","14km SE del Estacion Flor de Oro, P.N. Noel Kempff Mercado","-61","-13.5",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","2008-05-27 22:02:00-03","MO","MOBOT","3091194","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Alan Perry","Perry 825","1992","3","19","Bolivia","Santa Cruz","Velasco","14km SE del Estancia bosque tropical sub-húmedo","-61","-13.5",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","2009-02-05 03:32:00-02","MO","MOBOT","1117303","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","R. B. Wallace","Wallace 12","1996","6","20","Bolivia","Santa Cruz","Velasco","Lago Caimán. Bosque alto. Parcela de investigación D-14, árbol No. 7.","-60.9","-13.58333",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1094","2013-01-28 05:13:00-02","MO","MOBOT","1118470","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","Bonifacio Mostacedo C.|René Guillén V.|L. Peña","Mostacedo C. 3165","1995","4","12","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Lago Caimán (Norte del Parque, cerca al Río Itenez). Bosque alto semideciduo. Suelos acidos, arcillo-arenosos. Parcela permanente:30-D14","-60.9","-13.58333",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","2013-01-28 05:13:00-02","MO","MOBOT","1118170","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M. Taylor","Bonifacio Mostacedo C.|René Guillén V.|L. Peña","Mostacedo C. 3028","1995","4","5","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Lago Caimán (Norte del Parque, cerca del Río Itenez). Bosque alto semideciduo. Suelos acidos arcillo-arenosos. Parcela permanente: 05-J7.","-60.9","-13.58333",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"1096","2014-05-13 20:50:00-03","MO","MOBOT","3091228","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","P.G.Delprete","Douglas C. Daly|H. Borges|L.A. Lima|J. Ramos|Y.S. Rivero|R.S. Saraiva","Daly 7238","1991","11","9","Brazil","Acre",NA,"Mun. Xapuri. Rio Acre. @ 3 hours by boat downstream from Xapuri and 1 hr walking inland from left bank. Trail through moist forest on relatively level terrain.","-68.33333","-10.75",NA,NA,"8.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","2008-05-27 22:02:00-03","MO","MOBOT","3093833","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Campos, M.T.V. do A.","Campos","Campo 523","1996","2","26","Brazil","Amazonas",NA,"Floresta de Plato. Arvoreta. 3 m. DAP=1,5 cm. Tronco circular de base reta. Ritidoma marrom estriado longitudinalmente, fragil, de desprendimento em escamas. Casca morta marrom, 1 mm. Casca viva creme, 1 mm. Alburon bege escuro.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","2014-04-05 06:07:00-03","MO","MOBOT","3094080","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","C.M.Taylor","Cynthia A. Sothers|C. Fernandes da Silva","Sothers 865","1996","5","21","Brazil","Amazonas",NA,"Floresta de Plato. Arvoreta. Solo argiloso, 3 m x 1.5 cm DAP; base reta Ritidoma marrom, com fissuras longitudinais; desprendimento em placas papiraceas alongadas.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","2009-07-24 16:01:00-03","MO","MOBOT","3094517","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B. Boom","C.A. Cid Ferreira","Cid Ferreira 5940","1985","5","1","Brazil","Amazonas",NA,"Mun. de Novo Aripuaã, BR 230. Rod Transamazônica a 400km de Humaitá. INCRA-Projeto do Rio Juma, vicinal de nome Alimentação 01a 15km da Transamaz. mata de terra firme, solo arg. úmido.","-60","-7.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","2010-02-06 19:16:00-02","MO","MOBOT","3093723","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B Boom","John James Pipoly, III|Gary Samuels|Ian Dunn|Carlos S. Rosário","Pipoly 6749","1984","2","28","Brazil","Amazonas",NA,"Serra Araca, souther massif; W facing talus slope; tall moist forest","-63.3","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","2014-04-08 05:36:00-03","MO","MOBOT","3092498","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B. Boom","Ieda L. do Amaral|M.N. Silva|J. Lima|O.P. Monteiro","Amaral 794","1983","4","14","Brazil","Pará",NA,"Município de Itaituba, estrada Santarém-Cuiabá, BR 163, km 1115.","-55.5","-6.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","2013-12-30 20:32:00-02","MO","MOBOT","3090441","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B. Boom","J.J. Strudwick|G.L. Sobel|Bruce W. Nelson|A. Nazare P.|C. da Silva R.|N. Alves da Silva","Strudwick 3788","1981","7","30","Brazil","Pará",NA,"W bank of Rio Maicuru, ca. 23km upstream from Lageira airstrip. n side of Mutum stream. Small twisted trees (campina), rich organic soil, 10cm deep over coarse gravel","-54.43333","0.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","2009-09-02 18:51:00-03","MO","MOBOT","3091848","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","B Boom","Michael H. Nee","Nee 34517","1987","3","28","Brazil","Rondônia",NA,"Partly distrubed medium tropical evergreen forest on sandy and gravelly soil between road from Costa Marques to Forte Principe da beira and Rio Guapore, 9.5km. E of Forte Principe da Beira, Costa Marques.","-64.33333","-12.43333",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","2008-05-27 22:02:00-03","MO","MOBOT","3092144","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"M.G. Vieira","Vieira 871","1979","11","3","Brazil","Rondônia",NA,"Rodovia RO-399, a 13km de Vilhena, Km 20, base da Chapa. dos Parecis","-60.16666","-12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","2010-07-19 16:58:00-03","MO","MOBOT","2707033","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride","Timothy C. Plowman","Plowman 8734","1980","2","12","Brazil","Pará","Conceição do Araguaia","Mpio. Conceição do Araguaia: Range of low hills ca. 20 km west of Redenção, near Côrrego São João and Troncamento Santa Teresa. [Coordinates on original label: 8º3'S, 50º10'W]","-50.1708334","-8.0722223",NA,NA,"350.00000000","620.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","12"
"1106","2014-08-22 11:44:00-03","MO","MOBOT","2782666","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 9471","1980","3","2","Brazil","Pará","Paragominas","Along Belém-Brasília Highway (BR-010) , 17 km south of Ligação, near kilometer marker 1509.","-47.5333333","-4.2833333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","11"
"1107","2010-07-19 16:28:00-03","MO","MOBOT","2767178","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride","Timothy C. Plowman","Plowman 8869","1980","2","18","Brazil","Pará","Santana do Araguaia","Municipo Santa de Araguaia. 100 km S of Redencáo on road (PA-150) to Barrairos dos Campo. Fazenda Inajaporã betweem Rio Inajãzinho and Rio Inajã.","-50.4166667","-8.75",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","14"
"1108","2008-05-27 22:02:00-03","MO","MOBOT","3092497","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis brasiliana","(Rich.) K. Schum.","P.Dusén","Per Dusén","Dusén 13612","1912",NA,NA,"Brazil","Paraná",NA,"muitinga, in silvula (Restinga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"brasiliana",NA,NA,NA,NA,NA,NA,NA
"1109","2013-10-05 06:33:00-03","MO","MOBOT","1825305","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis guianensis",NA,"J.A. Steyermark","Gerrit Davidse|Ángel C. González","Davidse 12314","1977","4","29","Venezuela","Apure",NA,"Distrito Pedro Camejo; area between the Río Cinaruco near the mouth of Caño San Miguel and the southern part of the Galerias de Cínaruco.","-67.2833333","6.55",NA,NA,"38.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"guianensis",NA,NA,NA,NA,NA,"1256","1"
"1110","2008-05-27 22:02:00-03","MO","MOBOT","3090809","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis guianensis",NA,"J.H. Kirkbride, Jr.","S.R. Lowrie","Lowrie 702","1980","11","3","Brazil","Acre",NA,"16km from Brasiléia on Brasiléia-Assis Brasil road. Dry disturbed primary forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"guianensis",NA,NA,NA,NA,NA,NA,NA
"1111","2015-02-07 13:37:00-02","MO","MOBOT","3090847","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis guianensis",NA,NA,"J.J. de Granville","Granville 5628","1983","9","26","French Guiana","Cayenne",NA,"Riv. Arataye, Saut parare, station Museum Arbre F.5873;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"guianensis",NA,NA,NA,NA,NA,NA,NA
"1112","2020-07-10 11:07:00-03","MO","MOBOT","3090930","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis guianensis",NA,"Steyermark","Ángel Fernández","Fernández 791","1984","1",NA,"Venezuela","Bolívar","Heres","Cerro Arimagua; reserva de hiero; embalse de Guri",NA,NA,NA,NA,"480.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"guianensis",NA,NA,NA,NA,NA,NA,"1"
