"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"332","2020-08-31 09:06:23-03","INPA","INPA","220849","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F; Penneys, DS","Henkel, TW","5562","1994","07","13","Southern America","Guyana",NA,"Potaro - Siparuni Region. Pakaraima Mts; Upper Ireng watershed; Malakwalai - Tipu summit along SE escarpment. Montane savanna with exposed sandstone and sclerophyllous scrub on escarpment edge.","-60.333333","4.8","1400","1400",NA,NA,"INPA0220849","INPA0220849 INPA0220849_e","D.Don",NA,NA,NA,"2005","-60.333333","4.8","05",NA,NA,NA,NA,NA,NA
"333","2020-08-31 09:06:23-03","INPA","INPA","249775","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Meirelles, J","Meirelles, J","704","2011","09","03","Southern America","Brasil","Amazonas","Parque Nacional do Pico da Neblina, Aldeia índígena Yá-mirim.","-67.08","-0.11",NA,NA,NA,NA,"INPA0249775","INPA0249775 INPA0249775_e INPA0249775_num","D.Don","São Gabriel da Cachoeira",NA,NA,"2011","-67.08","-0.11",NA,NA,NA,NA,NA,NA,NA
"334","2020-08-31 09:06:23-03","INPA","INPA","163596","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Sanaiotti, TM","Miranda, IS","106","1988","06","22","Southern America","Brasil","Pará","Alter do Chão, Alter do Chão","-54.9","-2.5",NA,NA,NA,NA,"INPA0163596","INPA0163596 INPA0163596_e","D.Don",NA,NA,NA,"1992","-54.9","-2.5",NA,NA,NA,NA,NA,NA,NA
"335","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","53818",NA,"Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","B. Valente/2017","J.F.A. Baumgratz; M. Nadruz, M. S. Wängler, B. M. Carvalho & D. Caldas","1504","2016","06","09",NA,"Brasil","Rio de Janeiro","Parque Estadual de Desengano. Área de amortecimento do Parque Estadual de Desengano; em floresta Ombrófila Densa Sub- Montana. Na estrada p/ Morumbeca dos Marreiros","-41.943889","-21.882222","665","665",NA,"Ramos e pecíolos (diminutos) verdes a castanhos claros; folhas verdes descolores, face abaxial c/ indumento alvo-brilhoso, sedoso ao tato, margem c/indumento rosado; inflorescências axilares, glomeriformes, sésseis; flores c/hipanto e","MBML053818","MBML053818","D.Don","Santa Maria Madalena",NA,NA,NA,"41W56'38","21S52'56",NA,NA,NA,NA,NA,NA,NA
"336","2021-03-04 11:05:45-03","UFRB","HURB","4459","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","C.A.Ferreira","Conceição, S.F.; Ibrahim, M.; Silva, B.M.;Ribeiro,P.L.;Lambert,S.","520","2007","12","19",NA,"Brasil","Bahia","estrada para Andaraí, Km 59-60;","-41.3314018249512","-12.8072004318237",NA,NA,NA,"DNA.","HURB000004459",NA,"D.Don","Andaraí","58558","auto","2016",NA,NA,"05","13",NA,NA,NA,NA,NA
"337","2021-01-26 13:56:15-03","IMA","MAC","36574","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","E.C.O.Chagas","A.I.L.Pinheiro; E.C.O.Chagas; M.C.S.Mota","656","2009","04","03",NA,"Brasil","Alagoas","Serra do Ouro","-35.942797","-9.306822",NA,NA,NA,"Árvore ca. 7m de altura.; Mata Atlântica.","MAC0036574","MAC0036574","D.Don","Murici",NA,NA,NA,"-35.942797","-9.306822",NA,NA,NA,NA,NA,NA,NA
"338","2021-01-26 13:56:15-03","IMA","MAC","41194","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","E.C.O.Chagas","Chagas-Mota; N.Ramos","3453","2009","05","06",NA,"Brasil","Alagoas","Serra Lisa.","-36.274814","-9.255583",NA,NA,NA,"Arbusto ca. 3 m de altura. Flores brancas. Frutos verdes.; Mata Pluvial Atlântica.","MAC0041194","MAC0041194","D.Don","Chã Preta",NA,NA,"2009","-36.274814","-9.255583","05","06",NA,NA,NA,NA,NA
"339","2021-01-26 13:56:15-03","IMA","MAC","42941","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","E.C.O.Chagas","Chagas-Mota; D.S.Correia; C.S.S.Barros","4445","2009","07","28",NA,"Brasil","Alagoas","Serra Lisa.","-36.2961006164551","-9.25527954101562",NA,NA,NA,"Arbusto ca. 1,5 m de altura. Frutos verdes e roxos.; Mata Pluvial Atlântica.","MAC0042941","MAC0042941","D.Don","Chã Preta","13328","auto","2009",NA,NA,"07","28",NA,NA,NA,NA,NA
"340","2021-01-26 13:56:15-03","IMA","MAC","50718","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","E.C.O.Chagas","Chagas-Mota; J.W.A.Silva; J.M.Ferreira","9757","2010","12","12",NA,"Brasil","Alagoas","Coimbra.","-35.9393997192383","-8.97249984741211",NA,NA,NA,"Arbusto ca. 2 m de altura. Flores brancas. Frutos roxos.; Mata Atlântica.","MAC0050718","MAC0050718","D.Don","Ibateguara","16798","auto","2010",NA,NA,"12","12",NA,NA,NA,NA,NA
"341","2021-01-26 13:56:15-03","IMA","MAC","53464","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","B.Valente","Chagas-Mota; J.W.Alves-Silva","11226","2011","10","21",NA,"Brasil","Alagoas","Estação Ecológica de Murici, Bananeiras.","-35.9432983398438","-9.30667018890381",NA,NA,NA,"Subarbusto ca. 60 cm de altura. Flores róseas. Frutos verdes e roxos.; Mata Atlântica.","MAC0053464","MAC0053464","D.Don","Murici","22851","auto","2019",NA,NA,"10","25",NA,NA,NA,NA,NA
"342","2021-01-26 13:56:15-03","IMA","MAC","52662","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","E.C.O.Chagas","Chagas-Mota","10752","2011","03","30",NA,"Brasil","Alagoas","BR 104.","-36.0583000183105","-9.00971984863281",NA,NA,NA,"Arbusto ca. 70 cm de altura. Flores brancas; estames roxos.; Mata Atlântica.","MAC0052662","MAC0052662","D.Don","São José da Laje","16954","auto","2011",NA,NA,"03","30",NA,NA,NA,NA,NA
"343","2021-01-26 13:56:15-03","IMA","MAC","50222","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","E.C.O.Chagas","Chagas-Mota","9261","2010","11","11",NA,"Brasil","Alagoas","BR 104.","-36.0583000183105","-9.00971984863281",NA,NA,NA,"Arbusto ca. 60 cm de altura. Frutos vermelhos e roxos.; Mata Atlântica.","MAC0050222","MAC0050222","D.Don","São José da Laje","16954","auto","2010",NA,NA,"11","11",NA,NA,NA,NA,NA
"344","2020-09-12 05:00:02-03","US","US","3123078","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","A. Fernández","1718","1986","2",NA,"South America - Neotropics","Venezuela","Bolívar","Mun. Gran Sabana, El Pauji","-61.58","4.46","875",NA,NA,NA,"US00749165",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"345","2020-09-12 05:00:02-03","US","US","2789007","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","F. Oldenburger","40","1968","8","30","South America - Neotropics","Suriname",NA,"Sipaliwini Savanna, western part, 1 km to forest border (base camp), on top hill","-56.15","2","260",NA,NA,NA,"US00615235","US00615235_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"346","2020-09-12 05:00:02-03","US","US","2817742","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"J. Cuatrecasas","13866","1942","12","31","South America - Neotropics","Colombia","Cauca","Departamento del Cauca. Cuenca del río Mermejal, entre Piendamó y Pescador.",NA,NA,"1600","1700",NA,NA,"US02949898",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"347","2020-09-12 05:00:02-03","US","US","2856700","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"E. Forero, R. Jaramillo, J. Espina Z. & P. Palacios H.","5289","1979","4","14","South America - Neotropics","Colombia","Chocó","Departamento del Chocó. Hoya del Rio San Juan. Carretera Andagoya-Condoto, cerca de Andagoya.","-76.67","5.1",NA,NA,NA,NA,"US02949860","US02949860_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"348","2020-09-12 05:00:02-03","US","US","2596307","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. T. Prance, J. R. Steward, J. F. Ramos & L. G. Farias","9292","1969","1","15","South America - Neotropics","Brazil","Roraima","Brazilian Amazonia. Serra da Lua. Dormida, foothills of Serra da Lua.","-60.208","2.45",NA,NA,NA,NA,"US02949836","US02949836_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"349","2020-09-12 05:00:02-03","US","US","2646992","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","J. A. Steyermark","106355","1972","7","18","South America - Neotropics","Venezuela","Bolívar","Canaima, entre el hotel y el Salto Hacha","-62.78","6.25","400",NA,NA,NA,"US00749161","US00749161_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"350","2020-09-12 05:00:02-03","US","US","3103246","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","L. P. Kvist, X. Londoño, O. C. Steele & S. Tiwari","206","1987","10","10","South America - Neotropics","Guyana","Potaro-Siparuni","Mining camp along Potaro River, 6 km downstream from Kaieteur Falls","-59.45","5.21667","90",NA,NA,NA,"US00615291",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"351","2020-09-12 05:00:02-03","US","US","2986855","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"S. G. Beck & R. Haase","10045","1984","2","26","South America - Neotropics","Bolivia","La Paz","Dpto. La Paz, Prov. Iturralde, Luisita. W del Rio Beni.","-67.25","-13.08","180",NA,NA,NA,"US02949854","US02949854_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"352","2020-09-12 05:00:02-03","US","US","3036717","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","A. H. Gentry & B. Stein","46988","1984","4","26","South America - Neotropics","Venezuela","Amazonas","Cerro de La Neblina, Río Mawarinuma, between base camp and Puerto Chimo","-66.13","0.83","150","180",NA,NA,"US00749155",NA,"D. Don","Río Negro",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"353","2020-09-12 05:00:02-03","US","US","3438122","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F.; Penneys, D. S.","H. D. Clarke","5094","1997","6","1","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Parabara Savanna; trail from Karaudarnau to Kuyuwini R.","-59.3706","2.19944","270",NA,NA,NA,"US00699393",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"354","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","T. McDowell, S. Allicock, P. Acevedo-Rodriguez, C. Feuillet & S. Tiwari","2031","1990","2","24","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","E of airstrip, near Surama Village","-59.0667","4.15","75","85",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"355","2020-09-12 05:00:02-03","US","US","1399132","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"O. Buchtien","987","1927","4","23","South America - Neotropics","Bolivia",NA,"Mapiri Región: Copacabana. Sehr niedriges Strauchlein. [interpreted]",NA,NA,"800",NA,NA,NA,"US02949851","US02949851_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"356","2020-09-12 05:00:02-03","US","US","2029877","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"W. R. Philipson, J. M. Idrobo & A. Fernandez","1357","1949","11","7","South America - Neotropics","Colombia","Meta","Intendencia del Meta. El Mico Airstrip (Camp 1), last savanna before Rio Guajar.",NA,NA,"450",NA,NA,NA,"US02949886",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"357","2020-09-12 05:00:02-03","US","US","2879413","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"C. S. Rosário","17","1978","6","11","South America - Neotropics","Brazil","Pará","Amazônia. São Félix do Xingú. Ponto [interpreted] 22, folha SC 22 VC.",NA,NA,NA,NA,NA,NA,"US02949839","US02949839_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"358","2020-09-12 05:00:02-03","US","US","1877051","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"H. García Barriga","11053","1944","1","29","South America - Neotropics","Colombia","Cundinamarca","Departamento Cundinamarca. San Francisco Camino de herradura entre San Francisco y Supatá.",NA,NA,"1550","1580",NA,NA,"US02949894",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"359","2020-09-12 05:00:02-03","US","US","2843447","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"H. García Barriga","20800","1975","8","12","South America - Neotropics","Colombia","Guainía","Intendencia del Guainía: Río Inírida; El Remanso. Cerros Pajarito, Mavecuri, Mono y Paujil.",NA,NA,"500",NA,NA,NA,"US02949897","US02949897_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"360","2020-09-12 05:00:02-03","US","US","2106395","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"N. C. Fassett","25060","1944","4","15","South America - Neotropics","Colombia","Santander","Dept. Santander. Low ground along stream. La Gomg, between Bucaramanza and Pts. Wilches. [interpreted]",NA,NA,"53",NA,NA,NA,"US02949876",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"361","2020-09-12 05:00:02-03","US","US","2842568","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. T. Prance, A. S. Silva, C. C. Berg, A. J. Henderson & et al.","P25287","1977","11","12","South America - Neotropics","Brazil","Pará","Brazilian Amazonia. Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway. BR 163; km 771.",NA,NA,"400",NA,NA,NA,"US02949840","US02949840_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"362","2020-09-12 05:00:02-03","US","US","2694231","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","G. Morillo & M. Ishikawa","3606","1973","9","28","South America - Neotropics","Venezuela","Amazonas","Cerro Zamuro, frente al raudal de Zamuro, 0.5 km SO de Puerto Ayachucho","-67.58","5.66","140",NA,NA,NA,"US00749145","US00749145_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"363","2020-09-12 05:00:02-03","US","US","3176969","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"C. Díaz & J. Campos","3424","1989","5","19","South America - Neotropics","Peru","Amazonas","Bagua Province Bagua Grande, Longa Grande. Buenos Aires (Calpón).",NA,NA,"1420",NA,NA,NA,"US02949845","US02949845_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"364","2020-09-12 05:00:02-03","US","US","3357193","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"V. Van den Eynden & E. Cueva","300",NA,NA,NA,"South America - Neotropics","Ecuador","Loja","Uva pequeña. Zambi bsPM.","-79.5083","-3.9167","1500",NA,NA,NA,"US02949857",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"365","2020-09-12 05:00:02-03","US","US","2647965","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"G. Scott","506",NA,NA,NA,"South America - Neotropics","Peru","Loreto","Gran Pajonal.",NA,NA,"1000",NA,NA,NA,"US02949843",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"366","2020-09-12 05:00:02-03","US","US","1561588","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"J. C. B. Mutis","2659","1760",NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"US02949900",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"367","2020-09-12 05:00:02-03","US","US","1909726","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"W. C. Steere","7001","1942","12","4","South America - Neotropics","Colombia","Santander","Forest east of El Playón.",NA,NA,"600","650",NA,NA,"US02949896","US02949896_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"368","2020-09-12 05:00:02-03","US","US","3493395","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Sarthou, C.","J.-J. de Granville, F. Crozier & C. Sarthou","16012","2004","4","17","South America - Neotropics","French Guiana",NA,"Inselbergs de la haute Wanapi, extrémité ouest","-53.82","2.5","220",NA,NA,NA,"US00904568",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"369","2020-09-12 05:00:02-03","US","US","2109264","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"F. R. Fosberg & N. C. Fassett","21784","1944","4","15","South America - Neotropics","Colombia","Santander","Magdalena Valley. La Gomez, 40 km. e. of Puerto Wilches. Dept. de Santander.",NA,NA,"150",NA,NA,NA,"US02949881","US02949881_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"370","2020-09-12 05:00:02-03","US","US","3528828","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Michelangeli, F. A.; Martin, C.","H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","9944","2003","6","16","South America - Neotropics","Guyana","Potaro-Siparuni","New Ayanganna airstrip, vic.","-59.8311","5.30139","640",NA,NA,NA,"US00964059",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"371","2020-09-12 05:00:02-03","US","US","3315371","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","A. .R. A. Görts-van Rijn, J. Brandbyge, J.-J. de Granville, O. Poncy, H. J. M. Sipman & L. van der Wollenberg","254","1992","11","17","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Dadanawa Ranch, vic. Mt. Tawatawun, S. Rupununi Savanna","-59.41","2.83","100","250",NA,NA,"US00615222","US00615222_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"372","2020-09-12 05:00:02-03","US","US","2677740","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","W. H. A. Hekking","855","1961","6","11","South America - Neotropics","Suriname",NA,"Zanderij","-55.2","5.45",NA,NA,NA,NA,"US00615225",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"373","2020-09-12 05:00:02-03","US","US","1232461","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"M. Cárdenas","1989","1921","12","10","South America - Neotropics","Bolivia",NA,"Amazon Basin. Tumapasa.",NA,NA,"457",NA,NA,NA,"US02949856",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"374","2020-09-12 05:00:02-03","US","US","2856699","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"E. Forero & R. Jaramillo","5371","1979","4","19","South America - Neotropics","Colombia","Chocó","Departamento del Chocó. Hoya del Río San Juan. Itsmina, cerro al oriente de la pobolación. Camino hacia la Torre de Telecom.","-76.68","5.17",NA,NA,NA,NA,"US02949859",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"375","2020-09-12 05:00:02-03","US","US","2992485","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, J. J., (US), US (UNITED STATES)","C. H. L. Sastre","4719","1976","4","8","South America - Neotropics","French Guiana",NA,"Haut Oyapock, 20 km en aval de Trois Sauts","-52.88","2.25",NA,NA,NA,NA,"US00615230","US00615230_01","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"376","2020-09-12 05:00:02-03","US","US","2047594","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"S. G. Smith","1283","1950","7","28","South America - Neotropics","Colombia","Tolima","West of Chaparral ca. 2 km.; Cordillera Central. Depto. Tolima.",NA,NA,"880",NA,NA,NA,"US02949868",NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
