"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"727","2017-11-06 15:43:00-02","MO","MOBOT","101008597","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Jan Salick","1984","Peru","Pasco","Oxapampa","Central Selva, Palcazu Valley: Iscozacin.",NA,NA,NA,NA,NA,NA,NA,"Salick 7233","7","6","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"728","2008-05-27 22:02:00-03","MO","MOBOT","1078857","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J.J. Wurdack (US)",NA,"Dennis H. Knight","1966","Ecuador","Zamora-Chinchipe",NA,"Near Zamora","-79","-4.00777",NA,NA,NA,NA,NA,"Knight 706","4","1","South America",NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2008-05-27 22:02:00-03","MO","MOBOT","1092513","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S. Renner (MO)",NA,"Paul F. Foster|Antony Jardim","1996","Bolivia","Santa Cruz","Velasco","Catarata El Encanto. Parque Nacional Noel Kempff Mercado. Bosque alto de tierra firme por la senda de Las Cabinas a El Encanto.","-60.71194","-14.66055",NA,NA,NA,NA,NA,"Foster 747","8","19","South America",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"730","2008-05-27 22:02:00-03","MO","MOBOT","1092537","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S. Renner (MO)",NA,"Paul F. Foster|Antony Jardim|F. Moza|C. Sims|R. Roca","1996","Bolivia","Santa Cruz","Velasco","Catarata El Encanto. Parque Nacional Noel Kempff Mercado. Bosque alto de tierra firme por la senda de Las Cabinas a El Encanto.","-60.71194","-14.66055",NA,NA,NA,NA,NA,"Foster 771","8","19","South America",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"731","2008-05-27 22:02:00-03","MO","MOBOT","1128837","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","E.Cotton (AAU)",NA,"John L. Clark|et al.","1996","Ecuador","Zamora-Chinchipe","Zamora","Jamboe Bajo. Eastern border of Podocarpus National Park. Mature forest near cow pasture.","-78.91666","-4.08333",NA,NA,NA,NA,NA,"Clark 3150","11","3","South America",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"732","2008-05-27 22:02:00-03","MO","MOBOT","1128864","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","E. Cotton (AAU)",NA,"John L. Clark|et al.","1996","Ecuador","Zamora-Chinchipe","Zamora","Jamboe Bajo. Eastern border of Podocarpus National Park. Mature forest near cow pasture.","-78.91666","-4.08333",NA,NA,NA,NA,NA,"Clark 3179","11","4","South America",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"733","2008-05-27 22:02:00-03","MO","MOBOT","1197497","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Elvira Cotton (AAU), April",NA,"Aída Alvarez|et al.","1997","Ecuador","Pastaza","Pastaza","Villano. Pozo petrolero Villano 2 de ARCO, al sur del Río Lliquino. Bosque secundario.","-77.45","-1.46666",NA,NA,NA,NA,NA,"Alvarez 2183","8","28","South America",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"734","2008-05-27 22:02:00-03","MO","MOBOT","1197790","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Elvira Cotton (AAU), April",NA,"Aída Alvarez|et al.","1997","Ecuador","Pastaza","Pastaza","Villano. Pandanuque. Encima de colina al sur del pozo petrolero Villano 2 de ARCO. Bosque húmedo tropical.","-77.45","-1.46666",NA,NA,NA,NA,NA,"Alvarez 2362","8","30","South America",NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"735","2013-01-15 14:19:00-02","MO","MOBOT","1233659","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F.Almeda (CAS)",NA,"Camilo Díaz S.","1996","Peru","Amazonas","Bagua","Dtto. Imaza. Comunidad Aguaruna de Kusú-Listra. Cerro Apág, margen derecha Quebrada Kusú.","-78.30472","-4.91833",NA,NA,NA,NA,NA,"Díaz Santibáñez 8256","9","17","South America",NA,NA,NA,NA,"600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,"273","8",NA
"736","2012-04-20 05:09:00-03","MO","MOBOT","1251741","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","E. Rodríguez R. (HUT)",NA,"Rocío Rojas|et al.","1997","Peru","Amazonas","Condorcanqui","Distrito El Cenepa, Comunidad de Mamayaque. Bosque primario.","-78.23361","-4.58027",NA,NA,NA,NA,NA,"Rojas Gonzáles 0260","8","11","South America",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"737","2014-04-04 05:50:00-03","MO","MOBOT","1253798","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. Almeda (CAS)",NA,"Rodolfo Vásquez|et al.","1997","Peru","Amazonas","Condorcanqui","Distrito El Cenepa, Comunidad de San Antonio. Bosque de ribera, Río Cenepa.","-78.175","-4.49166",NA,NA,NA,NA,NA,"Vásquez Martínez 24006","6","16","South America",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"738","2019-09-03 04:36:00-03","MO","MOBOT","1426795","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Homero Vargas|Edwin Narváez|M. Sanchez","1999","Ecuador","Tungurahua","Baños","Zona de amortiguamiento del Parque Nacional Llanganates. Río Verde, cañón del ri|o Pastaza, sendero a las cascadas de Machay. Bosque húmedo montano bajo, vegetación secundaria, suelo aluvial.","-78.28333","-1.38333",NA,NA,NA,NA,NA,"Vargas López 3675","7","29","South America",NA,NA,NA,NA,"1630.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2019-09-03 04:36:00-03","MO","MOBOT","1427053","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Homero Vargas|Efraín Freire|J.C. Valenzuela|Carlos Morales|H. Ricachi","1999","Ecuador","Sucumbíos","Gonzalo Pizarro","Cascales-Lumbaqui, colecciones en la ruta del nuevo oleoducto de crudos pesados. Bosque húmedo tropical, vegetación secundaria y con cultivos, suelo aluvial, bien drenado y plano.","-77.26666","0.08333",NA,NA,NA,NA,NA,"Vargas López 3873","8","11","South America",NA,NA,NA,NA,"410.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2019-09-03 04:36:00-03","MO","MOBOT","1427067","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Homero Vargas|Efraín Freire|J.C. Valenzuela|Carlos Morales|H. Ricachi","1999","Ecuador","Sucumbíos","Gonzalo Pizarro","Lumbaqui-Reventador, colecciones en la ruta del nuevo oleoducto de crudos pesados. Bosque húmedo premontano, vegetación primaria con relictos de vegetación secundaria, suelo colinado bien drenado.","-77.56666","0.06666",NA,NA,NA,NA,NA,"Vargas López 3887","8","11","South America",NA,NA,NA,NA,"1580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2008-06-18 03:32:00-03","MO","MOBOT","1450625","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Alwyn H. Gentry","1979","Peru","Madre de Dios",NA,"Cashu Cocha Camp, Río Manu, Parque Nacional de Manu, mature forest on alluvial soil. Transect 1.","-71.40944","-11.88666",NA,NA,NA,NA,NA,"Gentry 26831","10","17","South America",NA,NA,NA,NA,"380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1824","5",NA
"742","2012-03-01 05:10:00-03","MO","MOBOT","1479182","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S. Renner (MO)",NA,"Thomas B. Croat|Amparo Acebey|Thorsten Krömer","2000","Bolivia","La Paz","Nor Yungas","Parque Nacional Anmi Cotapata; Estación Biológica Tunquini, NW of Coroico, NNE of La Paz; vic. of Chairo, 23 Km W of Yolosa.","-67.83333","-16.2",NA,NA,NA,NA,NA,"Croat 84751","8","21","South America",NA,NA,NA,NA,"1300.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,"956","3",NA
"743","2012-10-16 16:57:00-03","MO","MOBOT","1519887","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J.Wurdack",NA,"Alwyn H. Gentry","1982","Peru","Loreto",NA,"Yanomono, Explorama Tourist Camp, Río Amazonas above mouth of Río Napo, seasonally unundated tahuampa forest.","-72.8333333","-3.4",NA,NA,NA,NA,NA,"Gentry 37143","6","25","South America",NA,NA,NA,NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"2321","1",NA
"744","2008-06-20 03:32:00-03","MO","MOBOT","1524287","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Michael H. Nee",NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-64.05","-17.26666",NA,NA,NA,NA,NA,"Nee 46470",NA,NA,"South America",NA,NA,NA,NA,"235.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2008-06-20 03:32:00-03","MO","MOBOT","1525715","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Michael H. Nee",NA,"Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.8","-17.35",NA,NA,NA,NA,NA,"Nee 39890",NA,NA,"South America",NA,NA,NA,NA,"285.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2008-05-27 22:02:00-03","MO","MOBOT","1525803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Michael H. Nee",NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nee 31731",NA,NA,"South America",NA,NA,NA,NA,"135.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","2008-05-27 22:02:00-03","MO","MOBOT","1526004","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Michael H. Nee","1991","Bolivia","Santa Cruz",NA,"Ichilo, parque Nacional Amboro, along Quebrada Yapoje and Quebrada Esperanza, 2 km. upstream from confluence with Rio Saguayo. tropical evergreen forest with Iriartea exorrhiza, Scheelea princeps, steep slopes on poorly consolidated reddish. tertiary sandstone and mudstone, easternmost Andean foothills.","-63.75","-17.58333",NA,NA,NA,NA,NA,"Nee 40948","6","12","South America",NA,NA,NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2008-05-27 22:02:00-03","MO","MOBOT","1529687","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Michael H. Nee","1994","Bolivia","Santa Cruz",NA,"Prov. Ichilo, old meander loop of Rio Ichilo, 1-1.5 km. SW of Hgihwayf rom Buena Vista to Villa Tunari. Disturbed wooded areas slightly above floodplainand more open marshy vegetation, with Cecropia, Gynerium sagittatum, Heliconis spp.","-64.2","-17.3",NA,NA,NA,NA,NA,"Nee 45206","7","17","South America",NA,NA,NA,NA,"245.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2009-09-02 07:20:00-03","MO","MOBOT","1532550","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Michael H. Nee|Lynn Bohs","1998","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, vic. Campamento mataracu. Lowland tropical evergreenforest.","-63.86666","-17.55",NA,NA,NA,NA,NA,"Nee 49493","5","30","South America",NA,NA,NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","2008-06-20 03:32:00-03","MO","MOBOT","1536802","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"Michael H. Nee",NA,"Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.73333","-18.21666",NA,NA,NA,NA,NA,"Nee 42081",NA,NA,"South America",NA,NA,NA,NA,"1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","2012-03-01 05:10:00-03","MO","MOBOT","1699639","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S. Renner (MO)",NA,"Amparo Acebey","1997","Bolivia","Cochabamba","Carrasco","Parque nacional Carrasco. Al S del Campamento Petrolero Ichoa.","-64.4","-17.38333",NA,NA,NA,NA,NA,"Acebey 803","9","23","South America",NA,NA,NA,NA,"580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2020-07-14 11:19:00-03","MO","MOBOT","1764731","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","A. Araujo",NA,"Renate Seidel|et al.","2002","Bolivia","La Paz","Franz Tamayo","Parque Madidi, orilla derecha de Río Quendeque, detras del campamento Retamas; terraza alta. monte alto en terraza, sotobosque con Calathea, abundantes bejucos","-67.7888889","-14.9877777",NA,NA,NA,NA,NA,"Seidel 8556","1","28","South America",NA,NA,NA,NA,"310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"753","2008-05-27 22:02:00-03","MO","MOBOT","1801744","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Wurdack",NA,"Alwyn H. Gentry","1974","Ecuador","Napo",NA,"44 km E of El Chaco, premontane wet forest.","-77.46666","-0.33333",NA,NA,NA,NA,NA,"Gentry 12411","11","4","South America",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"3733",NA,NA
"754","2012-04-20 16:39:00-03","MO","MOBOT","1803936","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Pablo R. Legname|Federico B. Vervoorst","1980","Argentina","Salta",NA,"Dep. Orán. Camino a Finca Yaculika, a más o menos 3 km de la casa.","-64.36666","-22.73333",NA,NA,NA,NA,NA,"Legname 7986","8","27","South America",NA,NA,NA,NA,"560.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","2012-06-11 09:56:00-03","MO","MOBOT","1803937","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"J.E. Simonis|L.F. Pérez|William J. Hahn|Reinilda Duré","1983","Paraguay","Amambay",NA,"Chirigüelo, 13 km E of PN Cerro Cora, Weaver's ranch. Exploited forest",NA,NA,NA,NA,NA,NA,NA,"Simonis 206","3","26","South America",NA,NA,NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","2009-06-25 13:32:00-03","MO","MOBOT","1803940","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. Wurdack",NA,"William R. Anderson","1973","Brazil","Goiás",NA,"Ca. 12 km (straight line) S of Caiapônia; gallery forest, adjacent brejo, and cerrado on higher slopes",NA,NA,NA,NA,NA,NA,NA,"Anderson 9607","5","2","South America",NA,NA,NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","2019-02-19 04:30:00-03","MO","MOBOT","1804022","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"C.F.P. Martius","1817","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martius 18",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"758","2011-06-15 16:35:00-03","MO","MOBOT","1804770","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","C. Cerón (QAP)",NA,"Carlos E. Cerón|Consuelo Montalvo A.","1992","Ecuador","Sucumbíos","Gonzalo Pizarro","Parroquia Pto. Libre (San Pedro de los Cofanes). Comunidad Cofán de Sinangüe. Bosque Húmedo PreMontano. Consuelo Montalvo, German Toasa y Zaìda Paez. Informantes: Jose Umenda, Aurelio Lucitante y Angel Quinama. Parcela Permanente.","-77.45","0.13333",NA,NA,NA,NA,NA,"Cerón Martínez 20964","12","25","South America",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"122","4",NA
"759","2011-06-09 16:54:00-03","MO","MOBOT","1805316","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","C. Cerón (QAP)",NA,"Carlos E. Cerón","1992","Ecuador","Sucumbíos","Gonzalo Pizarro","Parroquia Pto. Libre (San Pedro de los Cofanes). Comunidad Cofán de Sinangüe. Bosque Húmedo PreMontano. Consuelo Montalvo, German Toasa y Zaída Paez. Informantes: Jose Umenda, Aurelio Lucitante y Angel Quinama. Parcela Permanente.","-77.45","0.13333",NA,NA,NA,NA,NA,"Cerón Martínez 21029","12","27","South America",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"123","4",NA
"760","2015-03-19 11:48:00-03","MO","MOBOT","1806677","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","C. Cerón (QAP)",NA,"Carlos E. Cerón","1992","Ecuador","Sucumbíos","Gonzalo Pizarro","Parroquia Pto. Libre (San Pedro de los Cofanes). Comunidad Cofán de Sinangúe. Consuelo Montalvo, German Toasa y Zaíd Paez. Informantes: Jose Umenda, Aurelio Lucitante u Angel Quinama. Parcela Permanente.","-77.45","0.1333333",NA,NA,NA,NA,NA,"Cerón Martínez 21117","12","31","South America",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"127","4",NA
"761","2008-05-27 22:02:00-03","MO","MOBOT","1852274","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","conf. S. Renner (M)",NA,"Manuel J. Macía|et al.","2001","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme fuerte pendiente, región de Tumupasa","-67.90777","-14.17138",NA,NA,NA,NA,NA,"Macía 4693","6","18","South America",NA,NA,NA,NA,"945.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2008-05-27 22:02:00-03","MO","MOBOT","1854042","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","conf. S. Renner (M)",NA,"Manuel J. Macía|et al.","2001","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme en una cuchilla, fuerte pendiente, próximo al río Tequeje","-68.205","-13.9275",NA,NA,NA,NA,NA,"Macía 5838","10","29","South America",NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","2012-09-12 05:06:00-03","MO","MOBOT","1854914","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R.Foster (F)",NA,"Narel Paniagua Zambrana","1997","Bolivia","La Paz","Abel Iturralde","Parque Nacional y Area Natural de Manejo Integrado Madidi. Serranía Eslabón; incluída dentro la zona de multiuso del río Tuichi. Bosque submontano estacional, creciendo sobre ladera inclinada y rocosa dominada por Ficus sp., Poulsenia sp., Tetragastris sp.","-68.06666","-14.25",NA,NA,NA,NA,NA,"Paniagua Zambrana 1011","4","19","South America",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2012-09-12 05:06:00-03","MO","MOBOT","1855067","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Narel Paniagua Zambrana|et al.","2002","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, rio Hondo, trayecto de aproximadamente 5 km por la senda turistica hacia el Tuichi. Bosque amazonico estacional humedo con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae; en terraza antigua. Parcela Temporal de Muestreo (0,1 ha) 28.","-67.65111","-14.61166",NA,NA,NA,NA,NA,"Paniagua Zambrana 4164","4","10","South America",NA,NA,NA,NA,"290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-09","1",NA
"765","2020-07-14 19:30:00-03","MO","MOBOT","1855573","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S. Renner (MO)",NA,"Renate Seidel|et al.","2002","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Hondo, arroyo Negro. Bosque húmedo de llanura aluvial con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae; semipanicie en terraza aluvial alta. Parcela Temporal de Muestreo (0.1 ha) 24.","-67.7925","-14.655",NA,NA,NA,NA,NA,"Seidel 9176","4","2","South America",NA,NA,NA,NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-28","8",NA
"766","2008-05-27 22:02:00-03","MO","MOBOT","1855709","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","det. S. Renner (M)",NA,"Manuel J. Macía|et al.","2002","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Bajío bien drenado sin pendiente, próximo al arroyo Aguapolo y al río Tuichi","-67.67805","-14.55861",NA,NA,NA,NA,NA,"Macía 6948","3","19","South America",NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2017-04-11 10:51:00-03","MO","MOBOT","1859887","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","S. Renner (M)",NA,"Carla Maldonado|Renate Seidel|Hector Cabrera|M. Seidel|Honorio Pariamo|Marcelino Villanueva|Remberto Alvares|José Tito","2002","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, comunidad Mamacona, sobre camino de Apolo a San José de Uchupiamonas, a 1 km subiendo el río Mamacona. Parcela temporal 46.","-68.195","-14.4680556",NA,NA,NA,NA,NA,"Maldonado Goyzueta 2420","8","1","South America",NA,NA,NA,NA,"1578.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-31","6",NA
"768","2008-05-27 22:02:00-03","MO","MOBOT","1861311","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","conf. S. Renner (M)",NA,"Manuel J. Macía|et al.","2001","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme escasa pendiente, región de Tumupasa","-67.91944","-14.17333",NA,NA,NA,NA,NA,"Macía 5206","7","2","South America",NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","2017-04-11 10:59:00-03","MO","MOBOT","1861579","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","G. Arellano (MA)",NA,"Carla Maldonado|Renate Seidel|Remberto Alvares|José Tito","2002","Bolivia","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, comunidad Mamacona, sobre camino de Apolo a San José de Uchupiamonas, a 1 km subiendo el río Mamacona. Parcela Permanente IV.","-68.1963889","-14.4505556",NA,NA,NA,NA,NA,"Maldonado Goyzueta 2510","8","3","South America",NA,NA,NA,NA,"1626.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-33","3",NA
